770912164|Stations of the Elevated|Manfred Kirchheimer|Documentary, Musical & Performing Arts, Special Interest|Oct 17, 2014|Nov 17, 2015||NR|45|Artist Public Domain||"STATIONS OF THE ELEVATED (1981) is a 45-minute city symphony directed, produced and edited by Manfred Kirchheimer. Shot on lush 16mm color reversal stock, the film weaves together vivid images of graffiti-covered elevated subway trains crisscrossing the gritty urban landscape of 1970s New York, to a commentary-free soundtrack that combines ambient city noise with jazz and gospel by Charles Mingus and Aretha Franklin. Gliding through the South Bronx, Brooklyn, Queens and Manhattan - making a rural detour past a correctional facility upstate - STATIONS OF THE ELEVATED is an impressionistic portrait of and tribute to a New York that has long since disappeared. STATIONS captures the exuberant height of the 1970's graffiti movement in New York, featuring the work of early legends including Lee, Fabulous 5, Shadow, Daze, Kase, Butch, Blade, Slave, 12 T2B, Ree, and Pusher. At a time when graffiti was largely dismissed as vandalism and a symbol of urban decay, Kirchheimer explores it as a form of self-expression and a reaction to New York's social and economic conditions, an artistic counterpoint to the ""legalized vandalism"" dominating the city's visual landscape in the form of corporate advertising. Juxtaposing the colorful imagery of 'tagged' cars with shots of hand-painted billboards depicting hamburgers and bikini-clad women, STATIONS forces audiences to ask: ""What is urban art, and what role does it play in the daily life of a city?"" (C) Artist Public Domain"|8.4/10|8|8|0|||||2.9/5|124
771258835|The Man From U.N.C.L.E.|Guy Ritchie|Action & Adventure, Comedy, Mystery & Suspense|Aug 14, 2015|Nov 17, 2015|$38,140,180|PG-13 (for action violence, some suggestive content, and partial nudity)|116|Warner Bros. Pictures|Guy Ritchie, Lionel Wigram|"Henry Cavill (""Man of Steel"") stars as Napoleon Solo opposite Armie Hammer (""The Social Network"") as Illya Kuryakin in director Guy Ritchie's ""The Man from U.N.C.L.E.,"" a fresh take on the hugely popular 1960s television series. Set against the backdrop of the early 1960s, at the height of the Cold War, ""The Man from U.N.C.L.E."" centers on CIA agent Solo and KGB agent Kuryakin. Forced to put aside longstanding hostilities, the two team up on a joint mission to stop a mysterious international criminal organization, which is bent on destabilizing the fragile balance of power through the proliferation of nuclear weapons and technology. The duo's only lead is the daughter of a vanished German scientist, who is the key to infiltrating the criminal organization, and they must race against time to find him and prevent a worldwide catastrophe. ""The Man from U.N.C.L.E"" also stars Alicia Vikander (""Anna Karenina""), Elizabeth Debicki (""The Great Gatsby""), with Jared Harris (""Sherlock Holmes: Game of Shadows""), and Hugh Grant as Waverly. The screenplay was written by Guy Ritchie & Lionel Wigram, who previously collaborated on re-imagining the classic detective Sherlock Holmes in two hit films. The story is by Jeff Kleeman & David Campbell Wilson and Guy Ritchie & Lionel Wigram, based on the television series ""The Man from U.N.C.L.E."" John Davis (""Chronicle""), Steve Clark-Hall (""RocknRolla,"" the ""Sherlock Holmes"" films), Wigram and Ritchie produced the film, with David Dobkin serving as executive producer. Ritchie's behind-the-scenes creative team included two-time Oscar (R)-nominated director of photography John Mathieson (""The Phantom of the Opera,"" ""Gladiator""), production designer Oliver Scholl (""Jumper,"" ""Edge of Tomorrow""), editor James Herbert (the ""Sherlock Holmes"" films, ""Edge of Tomorrow""), and Oscar (R)-nominated costume designer Joanna Johnston (""Lincoln""). The music is composed by Daniel Pemberton (""The Counselor"").(c) Warner Bros"|6.2/10|264|175|89|5.7/10|40|19|21|3.7/5|47,659
771357360|Shaun the Sheep Movie|Mark Burton, Richard Starzak|Animation, Comedy|Aug 5, 2015|Nov 24, 2015||PG (for rude humor)|84|Lionsgate|Mark Burton, Richard Starzak|When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan, and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home. (C) Lionsgate|8.1/10|162|161|1|8.1/10|32|32|0|3.9/5|22,520
771363914|The Square (Al Midan)|Jehane Noujaim|Documentary, Special Interest|Oct 25, 2013|Nov 24, 2015|$88,569|NR|104|Participant Media||The Egyptian Revolution has been an ongoing rollercoaster over the past two and a half years. Through the news, we only get a glimpse of the bloodiest battle, an election, or a million man march. At the beginning of July 2013, we witnessed the second president deposed within the space of three years. The Square is an immersive experience, transporting the viewer deeply into the intense emotional drama and personal stories behind the news. It is the inspirational story of young people claiming their rights, struggling through multiple forces: from a brutal army dictatorship willing to crush protesters with military tanks, to a corrupt Muslim Brotherhood using mosques to manipulate voters.(c) Official Site|8.4/10|63|63|0|8.4/10|19|19|0|4.2/5|6,112
771378483|Trash|Stephen Daldry|Action & Adventure, Drama, Mystery & Suspense|Oct 9, 2015|Nov 17, 2015|$10,230|R (for violence and language)|114|Focus Features|Richard Curtis, Felipe Braga|Set in an unnamed Third World country, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.|5.8/10|42|27|15|6.2/10|12|8|4|3.6/5|4,019
771378742|American Ultra|Nima Nourizadeh|Action & Adventure, Comedy|Aug 21, 2015|Nov 24, 2015||R (for strong bloody violence, language throughout, drug use and some sexual content)|99|Lionsgate Pictures|Max Landis|American Ultra is a fast-paced action comedy about Mike (Eisenberg), a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe (Stewart), is suddenly turned upside down. Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive. (C) Lionsgate|5.4/10|168|72|96|5.8/10|39|17|22|3.1/5|19,854
771380174|Ricki And The Flash|Jonathan Demme|Comedy, Drama|Aug 7, 2015|Nov 24, 2015||PG-13 (for thematic material, brief drug content, sexuality and language)|101|Sony Pictures|Diablo Cody|Three-time Academy Award (R) winner Meryl Streep goes electric and takes on a whole new gig - a hard-rocking singer/guitarist - for Oscar (R)-winning director Jonathan Demme and Academy Award (R)-winning screenwriter Diablo Cody in the uplifting comedy Ricki and the Flash. In a film loaded with music and live performance, Streep stars as Ricki, a guitar heroine who gave up everything for her dream of rock-and-roll stardom, but is now returning home to make things right with her family. Streep stars opposite her real-life daughter Mamie Gummer, who plays her fictional daughter; Rick Springfield, who takes on the role of a Flash member in love with Ricki; and Kevin Kline, who portrays Ricki's long-suffering ex-husband. (C) Tristar|6/10|186|118|68|5.8/10|45|24|21|3.1/5|16,366
771380483|A Hard Day|Kim Seong-hun|Action & Adventure, Art House & International, Drama|Jul 17, 2015|Nov 24, 2015||NR|111|Kino Lorber Films|Kim Seong-hun|Driving back from his mother's funeral, homicide detective Gun-soo runs over a man in a dark rural street. In a moment of desperation, he dumps the body in a coffin alongside his mother. A few days later, Gun-soo flips through a listing of open cases and finds his accident victim. His colleague is on the accident case and is slowly making progress. Making matters worse, a witness steps forward, a detective named Park. For a reason unclear to Gun-soo, Park wants the body. Without another choice to depend on, Gun-soo digs his mother's grave and retrieves the body, only to find gunshot wounds on it. As Park's threats become more vicious and hits closer to home, Gun-soo decides to face Park head-on once and for all. (C) Kino|7.4/10|29|23|6|7.2/10|9|8|1|3.7/5|694
771382361|No Escape|John Erick Dowdle|Mystery & Suspense|Aug 26, 2015|Nov 24, 2015|$27,274,112|R (for strong violence throughout, and for language)|101|The Weinstein Company|John Erick Dowdle, Drew Dowdle|An intense international thriller, NO ESCAPE centers on an American businessman (Wilson) as he and his family settle into their new home in Southeast Asia. Suddenly finding themselves in the middle of a violent political uprising, they must frantically look for a safe escape as rebels mercilessly attack the city. Directed by John Erick Dowdle and written together with his brother Drew, NO ESCAPE stars Owen Wilson, Pierce Brosnan and Lake Bell. (C) Weinstein|5/10|151|70|81|4.6/10|33|10|23|3.5/5|18,017
771383074|Some Kind of Beautiful|Tom Vaughan|Comedy|Aug 21, 2015|Dec 1, 2015||R (for language, sexual content, some nudity and drug use)|90|Lionsgate|Matthew Newman|By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge. By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates. But Richard has grown tired of the game and is looking for something more meaningful and lasting. So when Kate, Richard's tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled. He looks forward to having a family of his own, being a father his children could be proud of, not some sex-fueled bobcat. There is only one problem. Richard's not in love with Kate. Richard is in love with Kate's sister, Olivia. He had been in love with her ever since he first saw her.|3.4/10|32|2|30|3/10|9|0|9|2.7/5|1,559
