770813886|The Hole|Joe Dante|Kids & Family, Mystery & Suspense, Science Fiction & Fantasy|Sep 28, 2012|Oct 2, 2012|$1,603,580|PG-13 (for frightening images, violence and some language)|98|Hole LLC.|Mark L. Smith|From legendary director Joe Dante comes a 3D thriller that explores the fears and secrets buried deep within the human mind. Life couldn't possibly get worse, or so thought 14 year old Dane and his 10 year old brother Lucas, when their single mother Susan uproots them from New York City to the sleepy little town of Bensonville. For Dane the only exciting thing about their new town is the beautiful girl next door, Julie. With Susan spending more and more time at work, Dane and Lucas are left unattended to explore the depths of their eerie new residence. But then everything changes when they find a sinister black hole under a locked trap door in the basement. Hoping for some answers about the house's past, Dane and Lucas bring Julie in on their new discovery. When the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and past nightmares coming to life, the trio will have to come face to face with their darkest fears to put an end to The Hole. -- (C) Official Site|6.4/10|36|29|7|5.9/10|5|3|2|3.2/5|14,704
770783545|Dark Shadows|Tim Burton|Drama, Horror, Mystery & Suspense|May 11, 2012|Oct 2, 2012|$79,711,678|PG-13 (for comic horror violence, sexual content, some drug use, language and smoking)|113|Warner Bros. Pictures|Seth Grahame-Smith|Barnabas (Johnny Depp) has the world at his feet-or at least the town of Collinsport, Maine. The master of Collinwood Manor, Barnabas is rich, powerful and an inveterate playboy...until he makes the grave mistake of breaking the heart of Angelique Bouchard (Eva Green). A witch, in every sense of the word, Angelique dooms him to a fate worse than death: turning him into a vampire, and then burying him alive. Two centuries later, Barnabas is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate has fallen into ruin. The dysfunctional remnants of the Collins family have fared little better, each harboring their own dark secrets. -- (C) Warner Bros.|5.3/10|246|90|156|5.6/10|49|18|31|3.2/5|257,169
546953412|Lili|Charles Walters|Classics, Drama, Musical & Performing Arts, Romance|Mar 10, 1953|Oct 9, 2012||G|81|MGM Home Entertainment|Helen Deutsch, Paul Gallico|"Based on the story by Paul Gallico, Lili stars Leslie Caron as the title character, a 16-year-old waif who runs off to join a carnival. Embittered, crippled puppeteer Mel Ferrer treats Lili with contempt; only by speaking through his puppets is Ferrer able to express his genuine love for the girl. Before this happens, however, Caron must overcome her crush on magician Jean-Pierre Aumont, who is married to the contentious Zsa Zsa Gabor. Though not a musical (as was Carnival, the 1961 Broadway version of Lili), the film affords Leslie Caron the opportunity for a dream ballet, and also accommodates the lilting Bronislaw Kaper/Adolph Deutsch hit song ""Hi Lili, Hi Lo"". Legend has it that professional curmudgeon H.L. Mencken, who considered movies a waste of time and never bothered to see them, was persuaded to attend a showing of Lili--and loved every minute of it!"|7.7/10|6|6|0|||||3.9/5|988
771311400|Craigslist Joe|Joseph Garner|Action & Adventure, Documentary, Special Interest|Aug 2, 2012|Oct 29, 2012||NR|90|Independent Pictures||In a time when America's economy and sense of community were crumbling, one guy left everything behind - to see if he could survive solely on the support of the 21st century's new town square: Craigslist. As of recent, the United States found itself in one of the most precarious financial meltdowns in modern history. It was in this climate that 29-year-old Joseph Garner cut himself off from everyone he knew and everything he owned, to embark on a bold adventure. Armed with only a laptop, cell phone, toothbrush, and the clothes on his back - alongside the hope that community was not gone but just had shifted - Joe lived for a month looking for alms in America's new town square: Craigslist. For 31 December days and nights, everything in his life would come from the Craigslist website. Would America help Joe? -- (C) Official Site|3.4/10|5|1|4|||||3.6/5|2,517
771304937|Crooked Arrows|Steve Rash|Drama, Sports & Fitness|May 18, 2012|Oct 23, 2012|$1,700,000|PG-13 (for some suggestive references)|105|Strategic Films|Todd Baird, Brad Riddell|A mixed-blood Native American, Joe Logan, eager to modernize his reservation, must first prove himself to his father, the traditionalist Tribal Chairman, by rediscovering his spirit. He is tasked with coaching the reservation's high school lacrosse team which competes against the better equipped and better trained players of the elite Prep School League. Joe inspires the Native American boys and teaches them the true meaning of tribal pride. Ignited by their heritage and believing in their new-found potential, coach and team climb an uphill battle to the state championship finals against their privileged prep school rivals...will they win? -- (C) Official Site|5.4/10|27|11|16|4.8/10|14|6|8|3.6/5|10,544
771303149|Secret of the Wings|Peggy Holmes, Robert Gannaway|Action & Adventure, Animation, Kids & Family|Aug 31, 2012|Oct 23, 2012|$1,871,624|G|92|Walt Disney Pictures|Tom Rogers, Ryan Rowe|Disney invites you on an incredible journey to an amazing new world, in a motion picture event that will take your breath away. For the fairies of Pixie Hollow, the Winter Woods are strictly off-limits. But when a mysterious force draws Tinker Bell to cross the border into this unknown world, she discovers a secret that will change her life forever. She comes face-to-face with a frost fairy named Periwinkle, the only fairy who can help unlock the secret of the wings. With fun and laughter, they form a magical connection and make an astonishing discovery...they're more than friends, they're sisters! When Pixie Hollow is threatened, this perfect pair must work together to save their two worlds. Disney's SECRET OF THE WINGS will make you believe in the unbreakable bonds of friendship and sisterhood, and will change Pixie Hollow forever. (c) Disney|5.3/10|20|12|8|||||4.1/5|2,190
771272475|Ruby Sparks|Jonathan Dayton, Valerie Faris|Comedy, Drama|Jul 25, 2012|Oct 30, 2012|$2,535,819|R (for language including some sexual references, and for some drug use)|104|Fox Searchlight|Zoe Kazan|Calvin (Dano) is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing - as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby (Kazan), in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person. -- (C) Fox Searchlight|7.1/10|176|138|38|7.3/10|44|32|12|3.7/5|36,326
771268706|Madea's Witness Protection|Tyler Perry|Comedy|Jun 29, 2012|Oct 23, 2012|$65,623,128|PG-13 (for some crude sexual remarks and brief drug references)|114|Lionsgate Films|Tyler Perry|For years, George Needleman (Levy), the gentle CFO of a Wall Street investment bank, has been living with his head in the clouds. But George is finally forced to wake up when he learns that his firm, Lockwise Industries, has been operating a mob-backed Ponzi scheme - and that he's been set up as the fall guy. Facing criminal charges and death threats from the mob, George and his entire family are put under witness protection in the safest place that Brian (Perry), a federal prosecutor from Atlanta, can think of... His Aunt Madea's house down South. -- (C) Lionsgate|3.8/10|35|7|28|3.6/10|13|2|11|3.8/5|175,876
771266277|The Ambassador|Mads Brügger|Art House & International, Documentary, Special Interest|Aug 29, 2012|Oct 23, 2012|$27,503|NR|97|Drafthouse Films|Mads Brügger, Maja Jul Larsen, Jaja Jul Larsen|This darkly comic, genre-bending piece of gonzo journalism from international provocateur Mads Brügger rips the corroded lid off the global scheme of political corruption and exploitation happening in one of the most dangerous places on the planet: the Central African Republic. Armed with a phalanx of hidden cameras, black-market diplomatic credentials and a bleeding-edge wit, Brügger transforms himself into an outlandish caricature of a European-African consul. As he immerses himself in the life-threatening underworld of nefarious bureaucrats, Brügger encounters blood diamond smuggling, bribery, and even murder -- while somehow managing to crack amazing razor-sharp barbs at every step along the way. -- (C) Drafthouse|6.9/10|36|27|9|6.6/10|17|13|4|3.7/5|761
771266240|Safety Not Guaranteed|Colin Trevorrow|Comedy, Drama|Jun 8, 2012|Oct 30, 2012|$4,007,792|R (for language including some sexual references)|86|Film District|Derek Connolly|From the producers of Little Miss Sunshine - When an unusual classified ad inspires three cynical Seattle magazine employees to look for the story behind it, they discover a mysterious eccentric named Kenneth, a likable but paranoid supermarket clerk, who believes he's solved the riddle of time travel and intends to depart again soon. Together, they embark on a hilarious, smart, and unexpectedly heartfelt journey that reveals how far believing can take you. -- (C) Official Site|7.4/10|143|129|14|7.2/10|35|31|4|3.9/5|46,742
771266110|The Invisible War|Kirby Dick|Documentary, Special Interest|Jun 22, 2012|Oct 23, 2012|$66,167|NR|97|Cinedigm|Kirby Dick, Doug Blush, Amy Ziering|The Invisible War is a groundbreaking investigative documentary about one of our country's most shameful and best kept secrets: the epidemic of rape within our US military. Today, a female soldier in Iraq and Afghanistan is more likely to be raped by a fellow soldier than killed by enemy fire with the number of assaults in the last decade alone in the hundreds of thousands. Focusing on the powerfully emotional stories of several young women, the film reveals the systemic cover up of the crimes against them and follows their struggles to rebuild their lives and fight for justice. The Invisible War features hard-hitting interviews with high-ranking military officials and members of Congress that reveal the perfect storm conditions that exist for rape in the military, its history of cover-up, and what can be done to bring about much needed change. -- (C) Official Site|8.2/10|70|69|1|7.9/10|23|22|1|4.1/5|10,094
771265529|Seeking a Friend for the End of the World|Lorene Scafaria|Comedy|Jun 22, 2012|Oct 23, 2012|$7,100,000|R (for language including sexual references, some drug use and brief violence)|101|Focus Features|Lorene Scafaria|Seeking a Friend for the End of the World stars Golden Globe Award winner Steve Carell and Academy Award nominee Keira Knightley and is the feature directorial debut of screenwriter Lorene Scafaria. Set in a too-near future, the movie explores what people will do when humanity's last days are at hand. As the respective journeys of Dodge (Mr. Carell) and Penny (Ms. Knightley) converge, the two spark to each other and their outlooks - if not the world's - brighten. -- (C) Focus|6.2/10|167|93|74|6.1/10|41|20|21|3.3/5|91,033
771264702|Small, Beautifully Moving Parts|Lisa Robinson, Annie J. Howell|Comedy, Drama|May 11, 2012|Oct 18, 2012|$6,711|NR|73|Independent Pictures|Lisa Robinson, Annie J. Howell|When technophile Sarah Sparks (Anna Margaret Hollyman) becomes pregnant, her uncertainties about motherhood trigger an impulsive road trip to the source of her anxiety: her long-estranged mother living far away and off-the-grid. A SXSW premiere and winner of the Sloan Feature Film Prize, Annie J. Howell and Lisa Robinson co-direct this comic coming-of-parenthood tale for the internet age. -- (C) Official Site|6.1/10|12|6|6|5.8/10|8|3|5|3.1/5|98
