771023766|Gretchen|Steve Collins|Comedy||Oct 27, 2009||NR|98|Film Science|Steve Collins|A geek girl can't help falling for boys who are even bigger losers than she is in this independent comedy from writer and director Steve Collins. Gretchen Finkle (Courtney Davis) is a 17-year-old high school student who has been going through an awkward phase for most of her life. Gretchen has a lamentable fashion sense, she's socially inept, and she has a habit of falling head over heels for the greasiest and most burnt out guys at her school. Gretchen's latest romantic obsession is Ricky, a particularly notorious local hesher, and her mother becomes so concerned about Gretchen's crush that she ships her daughter off to an in-patient emotional therapy clinic to sort out her confused and unstable emotional condition. Gretchen tries to go along with therapy, but decides she needs to set out on a journey of self-discovery if she's going to get to the bottom of her neuroses and her obsession with loser guys in time for the senior prom. Gretchen received the award for Best Narrative Feature at the 2006 Los Angeles Film Festival.|7.1/10|6|5|1|||||2.9/5|49
770814868|Stan Helsing|Bo Zenga|Comedy, Horror|Oct 23, 2009|Oct 27, 2009||R (for crude and sexual content, some drug use and language)|90|Anchor Bay Entertainment|Bo Zenga|A descendant of the legendary vampire slayer who did battle with the most infamous bloodsucker in history faces off against six of the most frightening monsters of the modern era in this rowdy horror comedy featuring Kenan Thompson and Leslie Nielsen. The closest that video-store clerk Stan Helsing (Steve Howey) ever came to fending off monsters was dealing with disgruntled customers irked at the lack of new releases -- but with Halloween fast approaching, that's all about to change. When the spookiest night of the year rolls around and Stan gets stranded in Stormy Night Estates with a group of his best friends, his true destiny is finally revealed. Stan Helsing shares the same bloodline as Dr. Abraham Van Helsing, the very man who once defeated Count Dracula. When Freddy, Jason, Chucky, Pinhead, Michael Myers, and Leatherface come out to play, Stan becomes convinced that he has the knowledge and know-how to defeat the dreaded horror icons. Perhaps with the help of Teddy (Thompson) and the rest of his longtime pals, Stan can uphold the family tradition of battling baddies and pass the torch to the next generation. ~ Jason Buchanan, Rovi|2.6/10|21|3|18|2.3/10|7|0|7|2.1/5|5,989
770807804|I Can See You|Graham Reznick|Horror|Jan 6, 2008|Oct 27, 2009||NR|100|Aphasia Films|Graham Reznick|A weekend brainstorming trip into the wilderness sets three aspiring ad men on the trail to terror in this brain-twisting horror film from writer/director Graham Reznick. Their assignment was to overhaul the image of Claractix, a once-popular household cleaner. The trip takes a turn for the worse, however, when one of the men's girlfriends disappears, personalities contort, and a specter from Claractix's past campaigns makes a surprise appearance.|7.5/10|5|5|0|||||2.7/5|649
770807738|Love N' Dancing|Robert Iscove|Drama, Musical & Performing Arts, Romance|May 14, 2008|Oct 20, 2009||PG-13 (for some sexual references)|98|Screen Media Films|Tom Malloy (II)|A dejected English teacher and a former West Coast Swing dancer attempt to overcome the obstacles in their lives and win the world title in this romantic dance drama starring Amy Smart, Tom Malloy, and Billy Zane. English teacher Jessica has grown bored with her life. She's married to a workaholic who provides all the creature comforts one could want in life, but isn't able to be there for her emotionally. Meanwhile, Jake is doing his best to recover from his rocky relationship with former partner Corinne, who can't seem to decide whether she wants to stay or go. When Jake and Jessica meet, the sparks fly thanks to their mutual love of dance. Now, with the world title on the line, these two dancers will do their best to stay focused on the goal and come out winners despite their personal hardships. ~ Jason Buchanan, Rovi|3.3/10|11|1|10|2.8/10|7|0|7|3.2/5|26,540
770805111|Whatever Works|Woody Allen|Comedy, Romance|Jun 19, 2009|Oct 27, 2009|$5,300,000|PG-13 (for sexual situations including dialogue, brief nude images and thematic material)|92|Sony Pictures Classics|Woody Allen|An eccentric New Yorker abandons his upper class life to lead a more bohemian existence. He meets a young girl from the south and her family and no two people seem to get along in the entanglements that follow.|5.4/10|163|80|83|5/10|45|15|30|3.4/5|39,696
770804175|Perestroika|Sarah Turner|Documentary, Drama, Special Interest|Mar 20, 2009|Oct 27, 2009||NR|178|REF Productions||Slava Tsukerman directed this visually striking story of a man whose past is taking him on an emotional roller-coaster ride. Sasha Greenberg (Sam Robards) is an astrophysicist who left the Soviet Union in 1975 to defect to the United States and ended up designing nuclear weapons for the American military. In 1992, after Communism has fallen and the USSR has collapsed, Greenberg returns to Russia for the first time, and while his visit is prompted by an invitation to speak at a conference on physics, he's soon occupied with catching up with the friends he left behind. Greenberg crosses paths with Professor Gross (F. Murray Abraham), his former teacher and intellectual sparring partner, who followed a curiously similar path, turning his back on the United States to design weapons in the Soviet Union. Several of Greenberg's sweethearts also happen to be on hand, including Helen (Ally Sheedy), an astrophysicist from the United States, Natasha (Oksana Stashenko), a fellow scientist from Russia, and Jill (Jicky Schnee), an activist filmmaker. As Greenberg ponders his present and his past, his imagination carries him back and forth through his life, leading him to a state of mental chaos as Russia begins to move toward a new revolution. Perestroika was an official selection at the 2009 BFI London Film Festival.|5.9/10|14|8|6|6.4/10|5|3|2|2.6/5|95
770803564|American Violet|Tim Disney|Drama|Apr 17, 2009|Oct 13, 2009|$465,786|PG-13 (for thematic material, violence, drug references and language)|113|Samuel Goldwyn Films|Bill Haney|Dee Roberts is a 24-year-old, African-American single mom struggling to make ends meet in a small Texas town. When cops arrest her in a drug sweep, she insists on her innocence. Even though Dee has no prior drug record and no drugs were found on her in the raid or any subsequent searches, she is offered a hellish choice: plead guilty and go home as a convicted felon or remain in prison and fight the charges thus, jeopardizing the custody of her children and risking a long prison sentence. She chooses to fight the district attorney and the unyielding criminal justice system he represents. Joined in an unlikely alliance with an ACLU attorney and former local narcotics officer, Dee risks everything in a battle that forever changes her life and the Texas justice system.|6.7/10|59|44|15|6.4/10|22|15|7|3.7/5|16,366
770801898|Orphan|Jaume Collet-Serra|Drama, Horror, Mystery & Suspense|Jul 24, 2009|Oct 27, 2009|$41,472,886|R (for disturbing violent content, some sexuality and language)|123|Warner Bros. Pictures|David Leslie Johnson-McGoldrick|The tragic loss of their unborn child has devastated Kate and John, taking a toll on both their marriage and Kate's fragile psyche as she is plagued by nightmares and haunted by demons from her past. Struggling to regain some semblance of normalcy in their lives, the couple decides to adopt another child. At the local orphanage, both John and Kate find themselves strangely drawn to a young girl named Esther. Almost as soon as they welcome Esther into their home, however, an alarming series of events begins to unfold, leading Kate to believe that there's something wrong with Esther-this seemingly angelic little girl is not what she appears to be. Concerned for the safety of her family, Kate tries to get John and others to see past Esther's sweet facade. But her warnings go unheeded until it may be too late--for everyone.|5.5/10|151|83|68|5.2/10|36|17|19|3.1/5|872,713
770800727|Into Temptation|Patrick Coyle|Drama|Jan 1, 2009|Oct 27, 2009||R|95|First Look Studios|Patrick Coyle|A jaded priest finds hope and redemption in the unlikeliest places in this indie drama from writer-director Patrick Coyle. Jeremy Sisto stars as Catholic priest Father John, who has become complacent in his vocation until the day that a depressed prostitute, Linda (Kristin Chenowith), wanders into his confessional and reveals that she intends to commit suicide on her birthday -- and then disappears. Father John's quest to find and save the woman leads him on a journey into the city's sexual underworld, where he finds help from unexpected sources. Brian Baumgartner (Kevin from The Office) turns in a supporting performance as a fellow priest.|7.1/10|5|4|1|||||3.5/5|422
770796918|Every Little Step|Adam Del Deo, James D. Stern|Documentary, Drama, Musical & Performing Arts|Apr 17, 2009|Oct 13, 2009|$1,528,106|PG-13 (for some strong language sexual references)|93|Sony Pictures Classics||"""Every Little Step"" explores the incredible journey of A Chorus Line, from ambitious idea to international phenomenon. Through 15 years of continuous performances from the 70's to 90's and a revival beginning last year, A Chorus Line has touched generations around the world with stories so poignant, they could only have come from truth. The film compares and contrasts the original musical with the current revival. It investigates the societies in which they've debuted, and why the themes are so timeless and universal."|7.6/10|96|88|8|7.5/10|32|29|3|4/5|3,035
