movie_id,title,directors_x,genre,theater_date,stream_date,box_office,mpaa,runtime,studio,writer,full_synop,all_reviewers_average,num_all_reviewers,num_all_fresh,num_all_rotten,top_reviewers_average,num_top_reviewers,num_top_fresh,num_top_rotten,user_rating,num_users,simple_title,year,tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors_y,writers
771494114,Shoplifters (Manbiki kazoku),Hirokazu Koreeda,"Art House & International, Drama","Nov 23, 2018","Feb 12, 2019",,R (for some sexual content and nudity),121.0,Magnolia Pictures,Hirokazu Koreeda,"After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu's wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them...",8.8/10,191.0,189.0,2.0,9/10,31.0,31.0,0.0,4.3/5,"1,456",Shoplifters,2018,tt8075192,8.1,17734,movie,Shoplifters,Manbiki kazoku,0,2018,\N,121,"Crime,Drama",nm0466153,nm0466153
771489881,The Guilty (Den skyldige),Gustav Möller,"Drama, Mystery & Suspense","Oct 19, 2018","Feb 5, 2019",,R (for language),85.0,Magnolia Pictures,"Emil Nygaard Albertsen, Gustav Möller","When police officer Asger Holm (Jakob Cedergren) is demoted to desk work, he expects a sleepy beat as an emergency dispatcher. That all changes when he answers a panicked phone call from a kidnapped woman who then disconnects abruptly. Asger, confined to the police station, is forced to use others as his eyes and ears as the severity of the crime slowly becomes more clear. The search to find the missing woman and her assailant will take every bit of his intuition and skill, as a ticking clock and his own personal demons conspire against him. This innovative and unrelenting Danish thriller uses a single location to great effect, ratcheting up the tension as twists pile up and secrets are revealed. Director Gustav Möller expertly frames the increasingly messy proceedings against the clean Scandinavian sterility of the police department, while Cedergren's strong performance anchors the film and places the audience squarely in Holm's tragically flawed yet well-intentioned mindspace.",7.9/10,92.0,91.0,1.0,8/10,20.0,20.0,0.0,4.1/5,941,The Guilty,2018,tt6742252,7.6,18501,movie,The Guilty,Den skyldige,0,2018,\N,85,"Crime,Drama,Thriller",nm7546166,"nm7546166,nm3764055"
771490638,The Apparition (L'apparition),Xavier Giannoli,Drama,"Sep 7, 2018","Jan 22, 2019",,NR,144.0,Music Box Films,Xavier Giannoli,"Jacques (Vincent Lindon) is a journalist at a large regional newspaper in France. His reputation as an impartial investigator attracts the attention of the Vatican, who recruit him to lead a committee to explore the legitimacy of a saintly apparition in a small French village-a true canonical investigation. Upon his arrival, he meets the young novitiate Anna, who claims to have personally witnessed an apparition of the Virgin Mary. She's garnered an impressive following in the village but is torn between her faith and the many solicitations she receives. Confronted with opposing views from clergy members and skeptics, Jacques finds his belief system profoundly shaken as he works to uncover the hidden motivations and pressures at work.",6.3/10,41.0,29.0,12.0,6.8/10,10.0,6.0,4.0,3.8/5,57,The Apparition,2018,tt6559390,6.4,722,movie,The Apparition,L'apparition,0,2018,\N,144,Drama,nm0316306,"nm0276466,nm0316306,nm0738925"
771493237,Here and Now (Blue Night),Fabien Constant,"Drama, Musical & Performing Arts, Romance","Nov 9, 2018","Jan 22, 2019",,R,96.0,AMBI Distribution,Laura Eason,"Vivienne (Sarah Jessica Parker), is an established singer/songwriter with a successful music career. On the eve of a major performance, Vivienne receives some life-altering news that causes her to reevaluate her priorities. As she crisscrosses the busy streets of New York City, she tries to balance her upcoming music tour, family, and friends. With the support of her overbearing mother, Jeanne (Jacqueline Bisset), her long-time manager, Ben (Common), and her ex-husband, Nick (Simon Baker), Vivienne strives to make peace with the decisions and sacrifices she's made along the way.",4/10,22.0,5.0,17.0,4.5/10,7.0,1.0,6.0,1.5/5,51,Here and Now,2018,tt6069162,4.4,541,movie,Here and Now,Blue Night,0,2018,\N,91,"Drama,Music,Romance",nm2078734,nm0247495
771493237,Here and Now (Blue Night),Fabien Constant,"Drama, Musical & Performing Arts, Romance","Nov 9, 2018","Jan 22, 2019",,R,96.0,AMBI Distribution,Laura Eason,"Vivienne (Sarah Jessica Parker), is an established singer/songwriter with a successful music career. On the eve of a major performance, Vivienne receives some life-altering news that causes her to reevaluate her priorities. As she crisscrosses the busy streets of New York City, she tries to balance her upcoming music tour, family, and friends. With the support of her overbearing mother, Jeanne (Jacqueline Bisset), her long-time manager, Ben (Common), and her ex-husband, Nick (Simon Baker), Vivienne strives to make peace with the decisions and sacrifices she's made along the way.",4/10,22.0,5.0,17.0,4.5/10,7.0,1.0,6.0,1.5/5,51,Here and Now,2018,tt8332364,6.3,12,movie,Here and Now,Here and Now,0,2018,\N,90,Drama,nm4683076,"nm9949118,nm4683936,nm4683076"
771494225,Burning (Beoning),Chang-dong Lee,"Art House & International, Drama, Mystery & Suspense","Oct 26, 2018","Jan 29, 2019",,NR,148.0,Well Go USA Entertainment,"Oh Jung-Mi, Chang-dong Lee","BURNING tells the story of three individuals and a mysterious incident they experience. Jongsu bumps into an old friend, Haemi, on a part-time delivery job. Haemi asks Jongsu to take care of her cat while she leaves on a trip to Africa. When she returns, Haemi introduces Jongsu to Ben, a man she met in Africa. One day, Ben and Haemi pay Jongsu a visit, and Ben reveals his secret interests to Jongsu.",8.7/10,152.0,143.0,9.0,8.5/10,30.0,29.0,1.0,4/5,"1,048",Burning,2018,tt7282468,7.6,14772,movie,Burning,Beoning,0,2018,\N,148,"Drama,Mystery",nm0496969,"nm7669131,nm0496969,nm1633142"
771381404,Captain Underpants: The First Epic Movie (Captain Underpants),David Soren,"Animation, Comedy","Jun 2, 2017","Sep 12, 2017","$73,895,861",PG (for mild rude humor throughout),84.0,20th Century Fox,Nicholas Stoller,"Based on the worldwide sensation and bestselling book series, and boasting an A-list cast of comedy superstars headed by Kevin Hart and Ed Helms, DreamWorks Animation brings audiences the long-awaited global movie event, Captain Underpants: The First Epic Movie. This raucously subversive comedy for the entire family tells the story of two overly imaginative pranksters named George and Harold, who hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",6.9/10,127.0,111.0,16.0,6.8/10,26.0,22.0,4.0,3.5/5,"21,095",Captain Underpants: The First Epic Movie,2017,tt2091256,6.2,21225,movie,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,0,2017,\N,89,"Action,Animation,Comedy",nm1659741,"nm0831557,nm2438127,nm1659741"
771437821,Things to Come (L'avenir),Mia Hansen-Løve,"Art House & International, Drama","Dec 2, 2016","May 9, 2017","$335,929",PG-13 (for brief language and drug use),100.0,IFC Films,Mia Hansen-Løve,"What happens when the life you've worked so hard to build falls apart? In THINGS TO COME, Oscar nominee Isabelle Huppert, in ""a career-best performance"" (Jordan Hoffman, Vanity Fair), portrays Nathalie, a philosophy teacher juggling a rich life of the mind with the day-to-day demands of career and family, which include frequent visits to her drama queen mother, played by the legendary Edith Scob(Eyes Without a Face). But with the bombshell revelation that her husband of 25 years is leaving her, Nathalie finds herself adrift, but also with a newfound sense of liberation. With nothing to hold her back, Nathalie sets out to define this new phase of her life and to rediscover herself. Winner of the Best Director award at the 2016 Berlin International Film Festival, the acclaimed new film from Mia Hansen-Love (Eden) is a soul-searching look at what it means to create a life of one's own.",8.2/10,136.0,135.0,1.0,8.1/10,28.0,28.0,0.0,3.6/5,"6,646",Things to Come,2016,tt4120176,7.0,9658,movie,Things to Come,L'avenir,0,2016,\N,102,Drama,nm0361135,nm0361135
771449855,The Duelist (Duelyant),Aleksey Mizgirev,"Action & Adventure, Drama","Dec 2, 2016","Apr 18, 2017",,R (for strong violence and some sexuality/nudity),110.0,Non-Stop Production,Aleksey Mizgirev,"A professional duelist in 19th-century Russia has second thoughts about his profession when he meets the beautiful sister of a future opponent, in this handsome historical epic. This deceptively glossy production is also a highly proficient and effective epic set in 19th-century Czarist Russia. It focuses on a handsome, ruthless protagonist who is a professional duellist at a time when the nobility settled disputes and slights against honour by taking up swords or pistols against each other in highly regulated rituals. There was a strict code of behavior applied to the practice of duelling; one rule was that a substitute was allowed, another was that nobles would fight only fellow nobles. Both conditions are central to this film's narrative. Returning to Saint Petersburg after a long exile, the dashing Yakovlev, a retired army officer, makes a comfortable living by winning other people's duels. An enigmatic, focused, and extremely skilled professional, he leaves a trail of dead bodies behind him as he swirls through polite society, frequently called upon to wield a pistol as a surrogate in duels at dawn. But when Yakovlev meets the naïve young Prince Tuchov and his beautiful sister, Princess Martha, the normally cold-hearted mercenary is surprised by hitherto undetected emotions. What transpires uncovers a series of revelations about his past and his present self. Employing a cast whose credits include films such as Stalingrad, Inglourious Basterds, Game of Thrones, and Mission: Impossible - Ghost Protocol, director Alexey Mizgirev relishes in the twists and turns of a story where the surprises come thick and fast. Featuring exceptional art direction, costume design, and cinematography, The Duelist delivers an engrossing story set against both the glittery high society of aristocratic Russia and a shadowy netherworld of ambition.",5.5/10,14.0,6.0,8.0,5.5/10,10.0,4.0,6.0,3.7/5,104,The Duelist,2016,tt5282006,6.4,2424,movie,The Duelist,Duelyant,0,2016,\N,109,"Action,Drama,Thriller",nm2462311,nm2462311
771438130,Fire at Sea (Fuocoammare),Gianfranco Rosi,"Art House & International, Documentary","Oct 21, 2016","Mar 21, 2017","$114,535",NR,108.0,21UNO FILM,Gianfranco Rosi,"Winner of the Golden Bear for Best Film at the Berlin Film Festival 2016, Gianfranco Rosi's incisive, poignant and deeply moving portrait of the Mediterranean island of Lampedusa--and the humanitarian crisis occurring in the seas around it--is both a masterly work of documentary filmmaking and a timely call for urgent action. Situated 150 miles south of Sicily, Lampedusa has hit headlines as the first port of call for hundreds of thousands of African and Middle Eastern refugees hoping to make a new life in Europe. After spending months living on the island and engaging with its inhabitants, Rosi accumulated an incredible array of footage, portraying the history, culture and daily lives of the islanders. Focusing on 12-year-old Samuele, as he explores the land and attempts to gain mastery of the sea, the film slowly builds a breathtakingly naturalistic portrait of the Lampedusan people and the events that surround them. The result is a lyrical, poetic and searingly powerful documentary that casts neither judgement nor aspersions, but simply shows the world to the viewer--to utterly devastating effect.",7.9/10,88.0,83.0,5.0,8.2/10,19.0,18.0,1.0,3.5/5,"2,298",Fire at Sea,2016,tt3652526,6.8,4779,movie,Fire at Sea,Fuocoammare,0,2016,\N,114,Documentary,nm0742941,"nm0742941,nm2643610"
771441342,Being 17 (Quand on a 17 ans),André Téchiné,"Comedy, Drama","Oct 7, 2016","Mar 14, 2017","$52,713",NR,114.0,Fidélité Films,"André Téchiné, Céline Sciamma","Damien, the son of a military family, lives in barracks in south-western France with his mother, a doctor, while his father is away in the Central African Republic. As a gay teenager, Damien is given a hard time by a boy at school, Tom, whose adoptive mother falls ill. The repulsion and violence they display to one another takes on a darker shade when Damien's mother decides to take in Tom to live with them.",7.1/10,37.0,35.0,2.0,6.6/10,15.0,13.0,2.0,3.8/5,593,Being 17,2016,tt4331970,7.2,4392,movie,Being 17,Quand on a 17 ans,0,2016,\N,116,"Drama,Romance",nm0029242,"nm1780037,nm0029242"
771454985,Creepy (Kuripi: Itsuwari no rinjin),Kiyoshi Kurosawa,Drama,"Oct 21, 2016","Feb 28, 2017",,NR,130.0,Shochiku Co. Ltd,Kiyoshi Kurosawa,"Kiyoshi Kurosawa, who made his name with classics Cure and Bright Future, gets back to his roots by putting the thumbscrews to the audience with his latest, Creepy. A year after a botched hostage negotiation with a serial killer turned deadly, ex-detective Koichi (Hidetoshi Nishijima), and his wife move into a new house with a deeply strange new neighbor (Teruyuki Kagawa). His old cop colleagues come calling for his help on a mysterious case, which may be related to the strange goings-on next door, in this insidiously-constructed narrative that braids plot twists on top of plot twists and shock on top of shock.",7.4/10,43.0,40.0,3.0,7.3/10,11.0,11.0,0.0,3.3/5,290,Creepy,2016,tt4900708,6.2,3160,movie,Creepy,Kurîpî: Itsuwari no rinjin,0,2016,\N,130,"Horror,Mystery,Thriller",nm0475905,"nm7487337,nm3087956,nm0475905"
771458336,The Crash (Jekyll Island),Aram Rappaport,Mystery & Suspense,"Jan 13, 2017","Feb 14, 2017",,R (for language throughout),84.0,Windward Entertainment,Aram Rappaport,"Set in the future when the US economy is on the brink of yet another massive financial crisis, The Crash tells the story of Guy Clifton, a federally-indicted stock trader, who is secretly enlisted by the federal government to help thwart a cyber-attack aimed at the US stock markets--an attack that could permanently cripple the economy. Our 'richer than God' protagonist is charged with assembling a team capable of running the government's top secret 'shadow stock exchange' in an attempt to keep the markets from mass panic in the event the cyber-hijack is successful. Having only ever been fueled by his love of money, Guy fully intends to use his insider knowledge of this world catastrophe for personal gain until he unearths the organization behind the attack and discovers its motives. For the first time in his life, Guy is challenged to make decisions not only for himself, but also for the good of his country--decisions that are rooted in morality rather than dollar signs. This fast-paced, save-the-world thriller is a story of redemption that also challenges the audience to question if their money is safe, and if so, for how long.",3.7/10,12.0,2.0,10.0,3.2/10,6.0,1.0,5.0,3.9/5,275,The Crash,2017,tt3297382,4.2,1066,movie,The Crash,Jekyll Island,0,2017,\N,84,"Crime,Thriller",nm1736575,nm1736575
771425838,Reset (Relève: Histoire d'une création),"Thierry Demaizière, Alban Teurlai",Documentary,"Jan 13, 2017","Jan 13, 2017","$5,409",NR,80.0,FilmRise,,"RESET depicts renowned choreographer and dancer Benjamin Millepied as he attempts to rejuvenate the Paris Opera Ballet in his new position as director. With appearances by composer Nico Muhly, Opera alumna Aurélie Dupont, and designer Iris van Herpen, RESET is a delightfully aesthetic affair from filmmakers Thierry Demaizière and Alban Teurlai, a moving portrait of a landmark moment for one of the ballet's oldest institutions and one of its brightest new stars, both on the cusp of great transition.",6/10,17.0,12.0,5.0,5.4/10,9.0,6.0,3.0,3/5,194,Reset,2017,tt5342650,5.3,773,movie,Reset,Reset,0,2017,\N,105,"Action,Sci-Fi",nm3460905,\N
771443356,The Handmaiden (Ah-ga-ssi),Chan-wook Park,"Art House & International, Drama, Romance","Oct 21, 2016","Jan 24, 2017","$2,004,919",NR,145.0,CJ Entertainment,"Chan-wook Park, Seo-Kyung Chung, Chung Seo-Kyung","From PARK Chan-wook, the celebrated director of OLDBOY, LADY VENGEANCE, THIRST and STOKER, comes a ravishing new crime drama inspired by the novel 'FINGERSMITH' by British author Sarah Waters. Having transposed the story to 1930s-era colonial Korea and Japan, Park presents a gripping and sensual tale of a young Japanese Lady living on a secluded estate, and a Korean woman who is hired to serve as her new handmaiden, but who is secretly involved in a conman's plot to defraud her of her large inheritance. Powered by remarkable performances from KIM Min-hee (RIGHT NOW, WRONG THEN) as Lady Hideko, HA Jung-woo (THE CHASER) as the conman who calls himself the Count and sensational debut actress KIM Tae-ri as the maid Sookee, THE HANDMAIDEN borrows the most dynamic elements of its source material and combines it with PARK Chan-wook's singular vision and energy to create an unforgettable viewing experience.",8.3/10,200.0,190.0,10.0,8.7/10,35.0,33.0,2.0,4.3/5,"10,478",The Handmaiden,2016,tt4016934,8.1,74055,movie,The Handmaiden,Ah-ga-ssi,0,2016,\N,145,"Drama,Romance,Thriller",nm0661791,"nm1258797,nm1941029,nm0661791"
771443360,Train to Busan (Busanhaeng),Yeon Sang-ho,"Action & Adventure, Art House & International, Horror, Mystery & Suspense","Jul 22, 2016","Jan 17, 2017","$2,129,768",NR,118.0,Redpeter Film,Yeon Sang-ho,"TRAIN TO BUSAN is a harrowing zombie horror-thriller that follows a group of terrified passengers fighting their way through a countrywide viral outbreak while trapped on a suspicion-filled, blood-drenched bullet train ride to Busan, a southern resort city that has managed to hold off the zombie hordes... or so everyone hopes.",7.7/10,97.0,92.0,5.0,7.2/10,14.0,13.0,1.0,4.2/5,"11,686",Train to Busan,2016,tt5700672,7.5,103998,movie,Train to Busan,Busanhaeng,0,2016,\N,118,"Action,Horror,Thriller",nm3613566,"nm6711056,nm3613566"
771449153,The Windmill (The Windmill Massacre),Nick Jongerius,"Art House & International, Drama, Horror","Oct 28, 2016","Oct 25, 2016",,NR,85.0,Pellicola Films,"Chris W. Mitchell, Suzy Quid, Nick Jongerius",A group of unsuspecting tourists awaken a mysterious evil while on a trip through the Dutch countryside.,5.5/10,9.0,4.0,5.0,,,,,2.5/5,285,The Windmill,2016,tt2923088,4.8,3538,movie,The Windmill,The Windmill Massacre,0,2016,\N,85,"Drama,Horror",nm1459019,"nm1459019,nm0593222,nm7853192"
771442769,The Wailing (Goksung),Hong-jin Na,"Art House & International, Drama, Mystery & Suspense","Jun 3, 2016","Oct 4, 2016","$785,405",NR,156.0,,Hong-jin Na,"The arrival of a mysterious stranger in a quiet rural village causes suspicion amongst the villagers- but as they begin killing each other for no apparent reason, that suspicion turns to panic. When the daughter of the investigating officer falls under the same savage spell, he calls in a shaman to assist in finding the culprit.",8/10,79.0,78.0,1.0,8.1/10,15.0,15.0,0.0,4/5,"6,772",The Wailing,2016,tt5215952,7.4,33528,movie,The Wailing,Gok-seong,0,2016,\N,156,"Horror,Mystery,Thriller",nm2947553,nm2947553
771440817,Finding Altamira (Altamira),Hugh Hudson,"Art House & International, Drama","Sep 16, 2016","Sep 27, 2016",,NR,93.0,Mare Nostrum Productions,"José Luis López-Linares, Olivia Hetreed","In 1879, Spanish archaeologist Marcelino (Antonio Banderas) and his daughter Maria (Allegra Allen) discover seemingly impossible paintings of galloping bison adorning the walls of a hidden cave. The cave of Altamira brings the world together in amazement, drawing people of all types to see the paintings in person. But, Marcelino soon realizes that the art on the walls must be 10,000 years old, earlier than anyone believes possible. The theory threatens to tear Maria and Marcelino's family apart while the outside world's astonishment soon turns to fury and fear. The Catholic Church sees his claims as an attack on biblical truth while scientists prove just as dogmatic and reactionary. Maria's fairytale world grows darker as her family faces disaster and Marcelino's discovery is repressed. Only their love for each other can guide them toward redemption as Marcelino fights to spread the truth.",6.8/10,16.0,11.0,5.0,6.3/10,6.0,3.0,3.0,3.2/5,185,Finding Altamira,2016,tt3014910,5.9,2021,movie,Finding Altamira,Altamira,0,2016,\N,97,"Drama,History",nm0399853,"nm0381757,nm0006856"
771443319,Billionaire Ransom (Take Down),Jim Gillespie,Mystery & Suspense,"Aug 19, 2016","Aug 22, 2016",,NR,107.0,Pinewood Pictures,Alexander Ignon,"A group of spoiled rich kids are sent to a boot camp on a remote island by their frustrated parents, who hope that the outdoor activities will teach them the virtue of discipline. But when a team of kidnappers invade the camp in an attempt to hold the participants hostage for a one-billion-dollar ransom, the youths decide to work together and fight back. Jeremy Sumpter, Phoebe Tonkin, Dominic Sherwood, Ed Westwick, Elliot Knight, and Sebastian Koch star in this thriller directed by Jim Gillespie.",4/10,5.0,1.0,4.0,,,,,2.8/5,128,Billionaire Ransom,2016,tt2782844,5.5,2850,movie,Billionaire Ransom,Take Down,0,2016,\N,107,"Action,Adventure,Crime",nm0318947,nm0407245
771437081,The Mermaid (Mei ren yu),Stephen Chow,"Comedy, Science Fiction & Fantasy","Feb 19, 2016","Jul 5, 2016","$3,229,457",R (for some violence),100.0,Sony Pictures,,"Xuan's real estate project involved reclamation of the sea, threatening the livelihood of the residents who relied on the sea to make a living. Bearing family secrets, Shan was dispatched to stop Xuan. During their encounters, they fall in love with each other. Even though Xuan stopped the reclamation plan out of his love for Shan, Shan got injured in an accident and vanished into the sea.",7.1/10,34.0,32.0,2.0,6.9/10,12.0,11.0,1.0,3.4/5,"3,996",The Mermaid,2016,tt4701660,6.3,7037,movie,The Mermaid,Mei ren yu,0,2016,\N,94,"Comedy,Drama,Fantasy",nm0159507,"nm0150916,nm0159507,nm1385080,nm5650996,nm0465033,nm3221887,nm5533999,nm0874683"
771491706,Number 37 (Nommer 37),Nosipho Dumisa,"Drama, Mystery & Suspense","Nov 2, 2018","Nov 20, 2018",,NR,100.0,Dark Star Pictures,"Nosipho Dumisa, Daryne Joshua","Paying homage to the Hitchcock classic ""Rear Window"", Number 37 tells the story of Randal, a low-level criminal recently crippled by an injury sustained in an illicit deal gone wrong. Wheelchair-bound and cooped up in his apartment in a rough Cape Town neighborhood, with no one to support him except his devoted girlfriend Pam, Randal is heavily indebted to his former gangmate and sociopathic loan-shark, Emmie. With no way of paying the money back, he despairs for himself and Pam as Emmie violently demonstrates what will happen if Randal doesn't settle his debt before the end of the week.",7.2/10,14.0,14.0,0.0,,,,,3.5/5,153,Number 37,2018,tt6985448,6.6,115,movie,Number 37,Nommer 37,0,2018,\N,100,Thriller,nm7233627,"nm7233627,nm3736242,nm3737296"
771496272,Viking Destiny (Of Gods and Warriors),David L.G. Hughes,"Action & Adventure, Science Fiction & Fantasy","Oct 5, 2018","Dec 4, 2018",,"R (for bloody violence, and some sexuality/nudity)",90.0,Saban Films,David L.G. Hughes,"A Viking Princess is forced to flee her kingdom after being framed for the murder of her father, the King. Under the guidance of the God Odin, she travels the world gaining wisdom and building the army she needs to win back her throne",3.7/10,8.0,1.0,7.0,,,,,2.4/5,50,Viking Destiny,2018,tt5657280,4.1,518,movie,Viking Destiny,Viking Destiny,0,2018,\N,91,"Action,Adventure,Fantasy",nm1484768,nm1484768
771491699,Heavy Trip (Hevi reissu),"Jukka Vidgren, Juuso Laatio","Action & Adventure, Art House & International, Comedy, Romance","Oct 5, 2018","Oct 12, 2018",,NR,91.0,Music Box Films,"Jukka Vidgren, Juuso Laatio, Aleksi Puranen, Jari Olavi Rantala","In this offbeat comedy from Finland, Turo is stuck in a small village where the best thing in his life is being the lead vocalist for the amateur metal band Impaled Rektum. The only problem? He and his bandmates have practiced for 12 years without playing a single gig. The guys get a surprise visitor from Norway--the promoter for a huge heavy metal music festival--and decide it's now or never. They steal a van, a corpse, and even a new drummer in order to make their dreams a reality.",7.3/10,24.0,22.0,2.0,7.9/10,5.0,5.0,0.0,4.1/5,228,Heavy Trip,2018,tt7220754,7.2,2392,movie,Heavy Trip,Hevi reissu,0,2018,\N,92,"Comedy,Music","nm4788566,nm2438561","nm4788566,nm2057348,nm1497250,nm2438561"
771492417,After Everything (Shotgun),"Hannah Marks, Joey Power","Comedy, Drama","Oct 12, 2018","Oct 12, 2018",,NR,95.0,Good Deed Entertainment,"Hannah Marks, Joey Power","When Elliot (Jeremy Allen White), a brash 23-year-old living carefree in New York City, meets the sensible Mia (Maika Monroe) and receives a damning diagnosis all in the same week, his world is turned completely upside down. But as their love blossoms amidst the chaos of his treatment, they discover that Elliot's illness is not the real test of their relationship - it's everything else.",7.3/10,16.0,14.0,2.0,7.5/10,6.0,6.0,0.0,3.9/5,187,After Everything,2018,tt6688022,6.3,385,movie,After Everything,After Everything,0,2018,\N,95,"Comedy,Drama","nm4054205,nm2000954","nm2000954,nm4054205"
771490379,A Wizard's Tale (Here Comes the Grump),Andrés Couturier,"Action & Adventure, Animation, Comedy","Sep 14, 2018","Sep 14, 2018",,NR,,Blue Fox Entertainment,"Jim Hecht, Alicia Núñez Puerto","A WIZARD'S TALE is a magical family adventure story that sees a young kid called Terry (Kebbell) whisked away to the colourful Kingdom of Groovynham. The evil wizard Grump (McShane) has cast a spell of gloom over the land and as such, smiling & laughter are now a thing of the past. Terry must travel the Kingdom in search of a spell that will help get everyone's happy back and along the way help Princess Dawn (Collins), outwit all manner of strange & wonderful creatures, and try an embrace a little thing called 'change'....",3.8/10,5.0,1.0,4.0,,,,,3.8/5,33,A Wizard's Tale,2018,tt6494344,4.9,390,movie,A Wizard's Tale,Here comes the Grump,0,2018,\N,97,"Adventure,Animation,Comedy",nm0184308,"nm2186362,nm5981536"
771497630,The Most Assassinated Woman in the World (La femme la plus assassinée du monde),Franck Ribière,Mystery & Suspense,"Sep 7, 2018","Sep 7, 2018",,NR,102.0,Netflix,"Vérane Frédiani, Franck Ribière, David Murdoch, James Charkow","Parisian actress Paula Maxa has been killed more than 10,000 times on stage at the Grand Guignol Theater, famous for its gory spectacles. A journalist begins investigating the theater's impact on a series of murders potentially inspired by its shows. As he continues to pry, he learns the lines of performance and reality are blurred for Paula, who endures the trauma of gruesomely dying over and over again.",6.8/10,6.0,5.0,1.0,,,,,3.3/5,31,The Most Assassinated Woman in the World,2018,tt6186696,5.3,611,movie,The Most Assassinated Woman in the World,La femme la plus assassinée du monde,0,2018,\N,102,"Biography,Drama,Mystery",nm1703817,"nm1737079,nm2206548,nm2039688,nm1703817"
771491458,The Night Eats the World (La nuit a dévoré le monde),Dominique Rocher,"Art House & International, Drama, Horror, Mystery & Suspense","Jul 13, 2018","Jul 13, 2018",,NR,94.0,Blue Fox Entertainment,Dominique Rocher,"After waking up in an apartment the night after a raging party, Sam comes face to face with his new reality: an army of zombies have invaded the streets of Paris and he is one of the lone survivors. Petrified with fear, he barricades himself inside the building to survive. He wonders how long can he last in silence and solitude, and the answer comes when he learns that he's not all alone after all.",7.3/10,31.0,25.0,6.0,7/10,7.0,4.0,3.0,3.2/5,312,The Night Eats the World,2018,tt4266076,6.0,5061,movie,The Night Eats the World,La nuit a dévoré le monde,0,2018,\N,93,Horror,nm9572719,"nm9218973,nm5747900,nm3280198,nm9572719"
410147061,The Two of Us (Le vieil homme et l'enfant),Claude Berri,"Art House & International, Comedy, Drama","Jun 1, 1967","May 29, 2018",,R,95.0,Rialto,"Claude Berri, Gérard Brach, Michel Rivelin","Having been forced into minor parts for several years by a debilitating illness, veteran film actor Michel Simon made a triumphant return to leading roles in the charming, poignant The Two of Us (Le Vieil Homme et L'Enfant). Simon plays a likeable old soak with one significant character flaw: he is a flagrant anti-Semite. During the Nazi occupation of Paris, 8-year-old Jewish lad Alain Cohen is sent to the country, there to live with the parents of his family's Catholic friends. One of those parents is, inevitably, Simon. Taking a liking to Alain, and unaware that the boy is Jewish, Simon attempts to introduce the lad to the doctrine of anti-Semitism. The boy plays along with the old man, teasing him about his prejudices. Despite their obvious philosophical differences, Simon and Alain form a strong and affectionate bond. Director Claude Berri, whose films have often touched upon the Jewish experience in France, once more draws from his own experiences to weave a sensitive, seriocomic scenario.",8/10,14.0,14.0,0.0,8.4/10,7.0,7.0,0.0,4.1/5,813,The Two of Us,1967,tt0063771,7.7,1717,movie,The Two of Us,Le vieil homme et l'enfant,0,1967,\N,90,"Comedy,Drama",nm0001945,"nm0001945,nm0102722,nm0729152"
771468943,On the Beach at Night Alone (Bamui haebyun-eoseo honja),Hong Sang-soo,"Art House & International, Drama","Nov 17, 2017","May 22, 2018","$31,448",NR,101.0,Cinema Guild,Hong Sang-soo,"A foreign city. The actress Younghee, stressed by a relationship with a married man in Korea, has given up everything, as the least courtesy she can show her sincere heart. He has said he'll join her, but she mistrusts him. She eats at an acquaintance's home and goes to a sea. She asks her friend, whom she thinks does not understand: ""Is he missing me now, like I miss him??"" Gangneung, Korea. A few old friends. Things are awkward, they drink, and she decides to startle them. She acts aloof, then cruel, but they like it. Left alone, Younghee goes to the beach, where things inside her heart manifest themselves, then fade like mist. How important is love in one's life? Younghee wants to know.",8/10,44.0,40.0,4.0,6.9/10,11.0,10.0,1.0,3.6/5,306,On the Beach at Night Alone,2017,tt6412864,6.8,2155,movie,On the Beach at Night Alone,Bamui haebyun-eoseo honja,0,2017,\N,101,Drama,nm0393254,nm0393254
