tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors_x,writers,yearplus1,yearminus1,movie_id,title,directors_y,genre,theater_date,stream_date,box_office,mpaa,runtime,studio,writer,full_synop,all_reviewers_average,num_all_reviewers,num_all_fresh,num_all_rotten,top_reviewers_average,num_top_reviewers,num_top_fresh,num_top_rotten,user_rating,num_users,simple_title,year
tt5096536,6.9,2220,movie,Heal the Living,Réparer les vivants,0,2016,\N,103,Drama,nm1580395,"nm3558108,nm1580395,nm0851522",2017,2015,771449072,Heal the Living (Réparer les vivants),Katell Quillévéré,"Art House & International, Drama","Apr 14, 2017","Aug 29, 2017","$3,176",NR,104.0,Cohen Media Group,"Gilles Taurand, Katell Quillévéré","Heal the Living follows three seemingly unrelated stories that carefully weave together: a French teenager and his friends on a surfing road trip that leads to tragedy; a woman in another town who learns that her weak heart is beginning to fail and action must be taken; and two teams of doctors and medical experts who struggle through their day-to-day attempts to save lives. Ultimately, it is an impassioned story of personal connections that philosophically, spiritually and literally plumbs the depths of the human heart.",7.6/10,58.0,53.0,5.0,8.5/10,9.0,8.0,1.0,3.6/5,362,Heal the Living,2017
tt4613254,7.4,3399,movie,Heartstone,Hjartasteinn,0,2016,\N,129,"Drama,Romance",nm2003134,nm2003134,2017,2015,771452393,Heartstone (Hjartasteinn),Guðmundur Arnar Guðmundsson,Drama,"Sep 29, 2017","Oct 10, 2017",,NR,129.0,SF Studios,Guðmundur Arnar Guðmundsson,"A remote fishing village in Iceland. Teenage boys Thor and Christian experience a turbulent summer as one tries to win the heart of a girl while the other discovers new feelings toward his best friend. When summer ends and the harsh nature of Iceland takes back its rights, it's time to leave the playground and face adulthood.",7/10,24.0,21.0,3.0,,,,,3.9/5,310,Heartstone,2017
tt1536374,5.7,739,movie,Hide Away,A Year in Mooring,0,2011,\N,88,Drama,nm0264220,nm1466600,2012,2010,771229129,Hide Away (A Year in Mooring),Chris Eyre,Drama,"May 25, 2012","Aug 21, 2012","$29,604","PG-13 (for a scene of sensuality, brief strong language and thematic material)",83.0,Abrorama,Peter Vanderwall,"Directed by Chris Eyre, Hide Away follows the story of a successful businessman (Josh Lucas) attempting to resurrect his life. Entering an idyllic harbor as a broken and haunted man, he buys and boards the dilapidated sailboat, Hesperus. Disturbed at night by unsettling dreams of his family, the boat becomes a beacon of hope as he begins the challenge of bringing back the shine to the tarnished star. -- (C) Official Site",4.5/10,12.0,5.0,7.0,3.8/10,8.0,2.0,6.0,2.8/5,231,Hide Away,2012
tt5061570,5.3,466,movie,Hostile Border,Pocha: Manifest Destiny,0,2015,\N,88,"Drama,Thriller","nm2168940,nm2558614","nm2558614,nm2168940",2016,2014,771438407,Hostile Border (Pocha: Manifest Destiny),Michael Dwyer (X),Drama,"Apr 15, 2016","Apr 15, 2016",,"R (for some strong sexual content, nudity, violence and brief strong language)",83.0,,Kaitlin McLaughlin,"Raised in the U.S., Claudia is an undocumented immigrant living beyond her means in a twisted version of the American dream. When she's arrested by the FBI for credit card fraud, Claudia is quickly deported to México. Speaking no Spanish and lost in her foreign ""homeland,"" she reluctantly takes refuge at her estranged father's cattle ranch. As she clashes with her unyielding father, her attempts to return home to the U.S. thrust her into a dangerous bond with a foreign smuggler, Ricky. Caught between her father's sermons, Ricky's promises, and the encroaching military, Claudia must navigate a tightrope of impossible choices. Both a slow burning crime thriller and western, HOSTILE BORDER follows the transformative journey of a young woman confronting the high price of American ideals in the dark places between two cultures",5.4/10,6.0,4.0,2.0,,,,,3.4/5,226,Hostile Border,2016
tt5687040,5.6,1711,movie,Ismael's Ghosts,Les fantômes d'Ismaël,0,2017,\N,114,"Drama,Romance,Thriller",nm0221611,"nm0221611,nm1701553,nm5674565",2018,2016,771472100,Ismael's Ghosts (Les fantômes d'Ismaël),Arnaud Desplechin,Drama,"Mar 23, 2018","Jul 3, 2018",,"R (for sexuality including some graphic nudity, language, and brief strong violence)",135.0,Magnolia Pictures,Arnaud Desplechin,"Twenty-one years ago, she ran away. And twenty-one years later, Carlotta (Marion Cotillard) is back from the void. But Ismael (Mathieu Amalric) has been busy rebuilding a life for himself with Sylvia (Charlotte Gainsbourg) and working on his next feature film. As Ismael's trials and tribulations unfurl, so too do those of his film's protagonist: the idle, funny and reckless diplomat Ivan Dédalus (Louis Garrel). The character is a nod to the ghost of another of Desplechin's creations, the brother of Paul Dédalus, three-time hero of ""My Sex Life... or How I Got Into an Argument,"" ""A Christmas Tale"" and ""My Golden Days."" A film within a film--and then some, Desplechin layers narrative upon narrative. With ISMAEL'S GHOSTS, Desplechin returns once more to the past, creating film after film as his way of stepping back in time, and proving yet again that his brand of genius lies in his ability to find light in the darkest of places.",5.5/10,70.0,37.0,33.0,5.9/10,19.0,12.0,7.0,2.3/5,92,Ismael's Ghosts,2018
tt4552298,7.1,1136,movie,Killing for Love,Das Versprechen,0,2016,\N,130,"Crime,Documentary,Romance","nm4681490,nm0895455","nm4681490,nm0895455",2017,2015,771452488,Killing for Love (Das Versprechen),"Karin Steinberger, Marcus Vetter","Art House & International, Documentary","Dec 15, 2017","Apr 17, 2018",,NR,124.0,IFC Films,"Karin Steinberger, Marcus Vetter","March 30, 1985: Derek and Nancy Haysom are discovered brutally murdered at their home in Lynchburg, Virginia. The arrest and conviction of the couple's daughter Elizabeth, a scholarship student at the University of Virginia, and her boyfriend Jens Söring, the brilliant son of a German diplomat, set off a media frenzy, becoming the first trial of its kind to be nationally televised. But what if the justice system got it all wrong? The gripping true crime tale KILLING FOR LOVE untangles the web of romantic obsession and betrayal that may have led an innocent man to make the ultimate sacrifice for love: take the fall for a murder he didn't commit. The IFC Films theatrical release, called ""engrossing and unnerving"" by the Daily Telegraph, features the voices of Daniel Brühl (The Alienist) and Imogen Poots (28 Weeks Later).",7/10,9.0,9.0,0.0,,,,,4/5,194,Killing for Love,2017
tt4585660,6.2,3393,movie,Klown Forever,Klovn Forever,0,2015,\N,99,"Comedy,Drama",nm1031708,"nm0159745,nm0404809,nm1031708",2016,2014,771433652,Klown Forever (Klovn Forever),Mikkel Norgaard,"Art House & International, Comedy, Drama","Sep 2, 2016","Sep 2, 2016",$860,NR,99.0,Det Danske Filminstitut,"Casper Christensen, Frank Hvam","Klown Forever follows estranged best friends Casper Christensen and Frank Hvam as they travel to the States seeking fame, fortune and friendship, only to immediately dive head-first into an impressive array of wildly inappropriate misadventures and unforgettably mortifying social situations. When Casper attempts to break into Hollywood, Frank follows him to Los Angeles, seeing an opportunity to salvage their strained relationship. As the guys come face-to-face with a number of LA's denizens-including Isla Fisher, Adam Levine and ""Game of Thrones'"" star Nikolaj Coster-Waldau-it's clear that they're equally ready and willing to take on Hollywood...but is Hollywood prepared for Casper and Frank? A reunion with Klown director Mikkel Nørgaard, Klown Forever sees the series, best described as ""Curb Your Enthusiasm"" as directed by Lars von Trier, reach ingenious new heights--and stoop to gut-wrenchingly hilarious lows.",6.1/10,16.0,10.0,6.0,,,,,3.1/5,109,Klown Forever,2016
tt1537401,5.9,2197,movie,Leap Year,Año bisiesto,0,2010,\N,94,"Drama,Romance",nm3669732,"nm3669468,nm3669732",2011,2009,771040664,Leap Year (Año bisiesto),,"Art House & International, Drama","Jun 24, 2011","Oct 11, 2011","$7,783",NR,94.0,Strand Releasing,,"Laura is 25 years old. She's a journalist, she's single and lives in a small apartment in Mexico City. After a series of short-lived affairs, Laura meets Arturo. After the first time they make love, she is left deeply unsettled. They embark on an intense and passionate sexual relationship, in which pleasure, pain and love merge. As days go by which Laura conscientiously crosses out in a calendar, her secret past resurfaces, pushing Arturo to the limit. -- (C) Strand",7.1/10,25.0,23.0,2.0,7.3/10,11.0,11.0,0.0,3.2/5,"4,448",Leap Year,2011
tt1216492,6.5,84791,movie,Leap Year,Leap Year,0,2010,\N,100,"Comedy,Romance",nm0875793,"nm0438226,nm0253323",2011,2009,771040664,Leap Year (Año bisiesto),,"Art House & International, Drama","Jun 24, 2011","Oct 11, 2011","$7,783",NR,94.0,Strand Releasing,,"Laura is 25 years old. She's a journalist, she's single and lives in a small apartment in Mexico City. After a series of short-lived affairs, Laura meets Arturo. After the first time they make love, she is left deeply unsettled. They embark on an intense and passionate sexual relationship, in which pleasure, pain and love merge. As days go by which Laura conscientiously crosses out in a calendar, her secret past resurfaces, pushing Arturo to the limit. -- (C) Strand",7.1/10,25.0,23.0,2.0,7.3/10,11.0,11.0,0.0,3.2/5,"4,448",Leap Year,2011
tt1315962,6.3,3722,movie,Leaving,Partir,0,2009,\N,85,"Drama,Romance",nm0181117,"nm0181117,nm1342890,nm0413051,nm4271776",2010,2008,770814202,Leaving (Partir),Catherine Corsini,"Art House & International, Drama, Mystery & Suspense, Romance","Oct 1, 2010","Feb 22, 2011","$187,090",NR,85.0,IFC Films,Gaëlle Macé,"A riveting new drama by the prolific French filmmaker Catherine Corsini, LEAVING (PARTIR) stars Oscar-nominee Kristin Scott Thomas as a woman prepared to abandon everything in pursuit of passion. A success with critics and audiences alike at the Toronto and Seattle film festivals, this elegantly told tale of intrigue is not to be missed. Kristin Scott Thomas is Suzanne, the bourgeois wife of a successful doctor, Samuel (Yvan Attal), living together with their children in the south of France. Weighted down by a thrill-less lifestyle and a stale marriage, Suzanne falls for the handsome young Ivan (Sergi López), an immigrant ex-con working on their property. Their affair is passionate, but Suzanne is wracked by guilt. When she confesses to her husband, his retaliation begins an ugly turn of events. -- (C) IFC",6.2/10,65.0,44.0,21.0,6.3/10,21.0,12.0,9.0,3.1/5,"13,754",Leaving,2010
tt1483831,6.9,10423,movie,Lebanon,Lebanon,0,2009,\N,93,"Drama,War",nm1413443,nm1413443,2010,2008,770819590,Lebanon (Levanon),Samuel Maoz,"Art House & International, Drama","Aug 6, 2010","Jan 18, 2011","$300,000","R (for disturbing bloody war violence, language including sexual references, and some nudity.)",94.0,Sony Classic Pictures,Samuel Maoz,"The First Lebanon War - June, 1982. A lone tank is dispatched to search a hostile town that has already been bombarded by the Israeli Air Force. What seems to be a simple mission gradually spins out of control. Shmuel the gunner, Assi the commander, Herzl the loader and Yigal the driver are the tank's crew, four 20-something boys who have never fought in a war and are now operating a killing machine. Though trying to remain brave, the boys are pushed to their mental limits as they struggle to survive in a situation they cannot contain, and try not to lose their humanity in the chaos of war. Writer-director Samuel Maoz's raw and visceral film is based on his own experiences as a twenty year old novice soldier serving in the Israeli army during the 1982 Lebanon war. Using his own vivid recollections to bring us inside an Israeli tank during the first 24 hours of the invasion, Maoz restricts the film's action entirely to the tank's interior and shows us the outside world only-as the four young soldiers themselves see it-through the lens of a periscopic gun sight. The cathartic process of writing and directing LEBANON allowed Maoz to finally free himself of the events that he had experienced twenty-five years earlier.-- (C) Sony Pictures Classics",7.7/10,105.0,94.0,11.0,7.9/10,25.0,24.0,1.0,3.6/5,"5,581",Lebanon,2010
tt6423776,6.0,3875,movie,Let the Sunshine In,Un beau soleil intérieur,0,2017,\N,94,"Comedy,Drama,Romance",nm0219136,"nm1400425,nm0219136,nm0058638",2018,2016,771472720,Let the Sunshine In (Un beau soleil intérieur),Claire Denis,"Art House & International, Drama, Romance","Apr 27, 2018","Apr 27, 2018",,NR,96.0,Sundance Selects,"Christine Angot, Claire Denis","Juliette Binoche delivers a luminous performance in the deliciously witty, sensuously romantic new film from acclaimed director Claire Denis (White Material). Isabelle (Binoche) is a divorced Parisian painter searching for another shot at love, but refusing to settle for the parade of all-too-flawed men who drift in and out of her life. There's a caddish banker (Xavier Beauvois) who, like many of her lovers, happens to be married; a handsome actor (Nicolas Duvauchelle) who's working through his own hang-ups; and a sensitive fellow artist (Alex Descas) who's skittish about commitment. What reads like a standard romantic comedy premise is transformed, in the hands of master filmmaker Denis, into something altogether deeper, more poignant, and perceptive about the profound mysteries of love.",7.3/10,132.0,114.0,18.0,7.4/10,30.0,27.0,3.0,2.4/5,571,Let the Sunshine In,2018
tt1319718,7.0,13684,movie,Little Big Soldier,Da bing xiao jiang,0,2010,\N,96,"Action,Adventure,Comedy",nm0227625,nm0000329,2011,2009,770820305,Little Big Soldier (Da bing xiao jiang),Sheng Ding,"Action & Adventure, Art House & International, Comedy","Aug 23, 2011","Nov 8, 2010",,PG-13 (for violence and action),96.0,Bona Entertainment,Jackie Chan,"It was the darkest of times in China, when ruthless warlords waged battles to satiate their endless aggression. Millions of lives perished, and those who survived had only two choices - kill or be killed. The battalions of warring states Liang and Wei collided in a bloodbath that lasted from dawn until dusk. Only two men were left standing - a foot soldier from Liang and the rival General from Wei. The Soldier survived because he is an expert in playing dead, with a device strapped on his body which protruded like an arrowhead for added realism. The Soldier captured the wounded General, hoping to use the enemy as his ticket to freedom - by handing the General to the Liang warlord, the Soldier could be honorably discharged and return home to his peaceful life. The young General, though taken captive, was condescending towards the Soldier. The two men were often at loggerheads during the long and winding journey.",6.2/10,14.0,11.0,3.0,,,,,3.6/5,"2,498",Little Big Soldier,2011
tt2262345,7.3,1954,movie,Long Way North,Tout en haut du monde,0,2015,\N,81,"Action,Adventure,Animation",nm2916570,"nm1718014,nm1222014,nm0208150",2016,2014,771442853,Long Way North (Tout en haut du monde),Rémi Chayé,"Action & Adventure, Animation, Art House & International","Sep 30, 2016","Jan 17, 2017",,PG (for some peril and mild language),81.0,,"Patricia Valeix, Fabrice De Costil","LONG WAY NORTH is set in the late 19th century Saint Petersburg. Sacha, a young girl from the Russian aristocracy, dreams of the Great North and anguishes over the fate of her grandfather, Oloukine, a renowned scientist and Arctic explorer who has yet to return from his latest expedition to conquer the North Pole. Sacha has always been fascinated by the adventurous life of her grandfather and has the same calling as Oloukine to be an explorer. But Sacha's parents, who already made arrangements for her marriage, strongly disapprove the idea to say the least. Defying her destiny, Sacha flees her home and launches an adventure-filled quest toward the Great North in search of Oloukine and his ship.",7.1/10,52.0,51.0,1.0,6.7/10,13.0,13.0,0.0,3.8/5,"1,269",Long Way North,2016
tt2936884,6.3,2174,movie,Lost in Paris,Paris pieds nus,0,2016,\N,83,Comedy,"nm0330185,nm0008442","nm0008442,nm0330185",2017,2015,771449076,Lost in Paris (Paris pieds nus),"Dominique Abel, Fiona Gordon (II)","Art House & International, Comedy","Jun 16, 2017","Nov 28, 2017","$687,696",NR,83.0,Oscilloscope Laboratories,"Dominique Abel, Fiona Gordon (II)","Filmed in Dominique Abel and Fiona Gordon's signature whimsical style, LOST IN PARIS stars the filmmakers as a small-town Canadian librarian and a strangely seductive, oddly egotistical vagabond. When Fiona's (Gordon) orderly life is disrupted by a letter of distress from her 88-year-old Aunt Martha (delightfully portrayed by Academy Award (R)-nominee Emmanuelle Riva) who is living in Paris, Fiona hops on the first plane she can and arrives only to discover that Martha has disappeared. In an avalanche of spectacular disasters, she encounters Dom (Abel), the affable, but annoying tramp who just won't leave her alone. Replete with the amazing antics and intricately choreographed slapstick that has come to define Abel and Gordon's work, LOST IN PARIS is a wondrously fun and hectic tale of peculiar people finding love while lost in the City of Lights.",6.8/10,57.0,49.0,8.0,6.1/10,12.0,11.0,1.0,3.6/5,"1,749",Lost in Paris,2017
tt6304162,7.7,22370,movie,Loveless,Nelyubov,0,2017,\N,127,Drama,nm1168657,"nm2697466,nm1168657",2018,2016,771472701,Loveless (Nelyubov),Andrey Zvyagintsev,"Art House & International, Drama","Feb 16, 2018","Jun 12, 2018","$220,691","R (for strong sexuality, graphic nudity, language and a brief disturbing image)",129.0,Sony Pictures Classics,"Oleg Negin, Andrey Zvyagintsev","In LOVELESS, Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page - even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears.",8.2/10,167.0,157.0,10.0,8/10,31.0,30.0,1.0,4/5,"1,678",Loveless,2018
tt0456899,6.6,3460,movie,Lower City,Cidade Baixa,0,2005,\N,98,Drama,nm0532509,"nm0014694,nm0532509,nm2218362,nm2216759",2006,2004,155655028,Lower City (Cidade Baixa),Sérgio Machado,"Art House & International, Drama","Feb 14, 2006","Sep 12, 2006",,"R (for strong sexual content, nudity, language, some violence and drug use)",110.0,Palm Pictures,"Karim Aïnouz, Sérgio Machado","A simple cruise turns into a jealous battle for the affections of a sultry prostitute as the co-owners of a small cargo boat make their way down the Brazilian coastline in director Sergio Machado's stylish and sultry erotic drama. Deco (Lazaro Ramos) and Naldinho (Wagner Moura) are best friends who make their living by renting out their modest cargo boat. Approached by 20-year-old prostitute Karinna (Alice Braga) for a ride down the coast, the trio sets out into the waters with both Deco and Naldinho employing her professional services throughout the course of the journey. After a fateful knife fight at a Cachoeira cockfight leaves Naldinho struggling for his life, Deco finds himself slowly falling for Karinna as his badly wounded friend battles back from the brink of death. Though Karinna's relationship with Deco becomes increasingly intimate during Naldinho's convalescence, it doesn't take long for the kindly prostitute to realize that Deco isn't the only one with intentions of claiming her as his own. ~ Jason Buchanan, Rovi",6.1/10,55.0,33.0,22.0,5.7/10,22.0,12.0,10.0,2.6/5,"20,598",Lower City,2006
tt4428800,4.9,718,movie,Marguerite & Julien,Marguerite et Julien,0,2015,\N,105,"Drama,History,Romance",nm0233123,"nm0233123,nm0005599,nm0344171,nm0545382",2016,2014,771435668,Marguerite & Julien (Marguerite et Julien),Valérie Donzelli,Drama,"Feb 26, 2016","Feb 26, 2016",,NR,104.0,Rectangle Productions,"Valérie Donzelli, Jérémie Elkaïm, Jean Gruault","Forbidden passion blazes between a brother and sister in this sexually delirious, rock 'n' roll romance. Working from a script originally written for François Truffaut, boundary-pushing director Valérie Donzelli spins a deliciously dark adult fairy tale in which the relationship between aristocratic siblings Marguerite (Anais Demoustier) and Julien (Jeremie Elkaim) goes from playfully flirtatious to passionately erotic-an affair that tests the limits of what society will accept. A provocative fable about what we're willing to risk for love,Marguerite & Julien is a one-of-a-kind romance that transcends time, reason, and moral boundaries",3.5/10,9.0,2.0,7.0,4/10,5.0,2.0,3.0,2.6/5,66,Marguerite & Julien,2016
tt6313378,6.0,512,movie,Memoir of War,La douleur,0,2017,\N,127,Drama,nm0277933,"nm0243921,nm0277933",2018,2016,771484834,Memoir of War (La douleur),Emmanuel Finkiel,"Art House & International, Drama","Aug 17, 2018","Dec 18, 2018",,NR,126.0,Music Box Films,Emmanuel Finkiel,"It's 1944, and Duras is an active Resistance member along with her husband, writer Robert Antelme, and a band of fellow subversives in Nazi-occupied Paris. When Antelme is deported to Dachau by the Gestapo, she becomes friendly with French collaborator Rabier (Benoît Magimel) to gain information at considerable risk to her underground cell. But as the months wear on without news of her husband, she must begin the process of confronting the unimaginable. Through subtly expressionistic images and voiceover passages of Duras' writing, Finkiel evokes the inner world of one of the 20th century's most revolutionary writers.",6.6/10,30.0,18.0,12.0,7.4/10,10.0,5.0,5.0,3.2/5,40,Memoir of War,2018
tt1149361,7.2,27279,movie,Micmacs,Mic Macs à Tire-Larigot,0,2009,\N,105,"Action,Comedy,Crime",nm0000466,"nm0000466,nm0491011",2010,2008,770686296,Micmacs (Micmacs à tire-larigot),Jean-Pierre Jeunet,"Art House & International, Comedy","May 28, 2010","Dec 14, 2010","$1,260,917",R (for some sexuality and brief violence),105.0,Sony Pictures Classics,"Jean-Pierre Jeunet, Guillaume Laurant","Bazil doesn't have much luck with weapons. The first made him an orphan, the second holds him on the brink of sudden, instant death. Released from the hospital after his accident, Bazil is homeless. Luckily, he is taken in by a motley crew of junkyard dealers. The group's talents and aspirations are as surprising as they are diverse: Remington, Calculator, Buster, Slammer, Elastic Girl, Tiny Pete and Mama Chow. Then one day, Bazil recognizes the logos of the weapons manufacturers that caused all of his misfortune. He sets out to take revenge, with the help of his faithful gang of wacky friends. The gang relives the battle of David and Goliath, with all the imagination and fantasy of Buster Keaton.",6.6/10,135.0,99.0,36.0,6.4/10,34.0,23.0,11.0,3.7/5,"10,933",Micmacs,2010
tt3781476,6.1,4012,movie,Monster Hunt,Zhuo yao ji,0,2015,\N,117,"Action,Adventure,Comedy",nm0401203,nm0950701,2016,2014,771381819,Monster Hunt (Zhuo Yao Ji),Raman Hui,"Action & Adventure, Comedy, Science Fiction & Fantasy","Jan 22, 2016","Aug 1, 2016","$21,074",NR,115.0,Edko Films,Alan Yuen,"Humans have been at war against monsters for generations, but after the birth of Wuba, the last of the monster kings, an effort to bring the two races together begins.",5.8/10,27.0,17.0,10.0,5.9/10,12.0,7.0,5.0,3.2/5,643,Monster Hunt,2016
tt1216496,7.8,36304,movie,Mother,Madeo,0,2009,\N,129,"Crime,Drama,Mystery",nm0094435,"nm0094435,nm2977474",2010,2008,770809233,Mother (Madeo),Bong Joon Ho,"Art House & International, Drama, Mystery & Suspense","Mar 12, 2010","Jul 20, 2010","$500,000","R (for language, some sexual content, violence and drug use)",129.0,Magnolia Pictures,"Bong Joon Ho, Park Eun-kyo","Hye-ja is a single mom to 27-year-old Do-joon. Her son is her raison d'être. Though an adult in years, Do-joon is naïve and dependent on his mother and a constant source of anxiety, often behaving in ways that are foolish or simply dangerous. Walking home alone one night down a nearly empty city street, he encounters a young girl who he follows for a while before she disappears into a dark alley. The next morning, she is found dead in an abandoned building and Do-joon is accused of her murder. Thanks to an inefficient lawyer and an apathetic police force, Do-joon's case is quickly closed, but his mother refuses to let this be the end of the story.",7.9/10,113.0,108.0,5.0,7.9/10,30.0,28.0,2.0,4/5,"15,975",Mother,2010
tt3740778,6.8,4167,movie,Mountains May Depart,Shan he gu ren,0,2015,\N,126,"Drama,Romance",nm0422605,nm0422605,2016,2014,771434313,Mountains May Depart (Shan he gu ren),Zhangke Jia,"Art House & International, Drama","Feb 12, 2016","Jul 12, 2016","$80,408",NR,131.0,Arte France Cinéma,Zhangke Jia,"The life of Tao, and those close to her, is explored in three different time periods: 1999, 2014, and 2025.",7.6/10,76.0,69.0,7.0,7.9/10,18.0,17.0,1.0,3.4/5,668,Mountains May Depart,2016
tt5338644,5.3,819,movie,Mrs. Hyde,Madame Hyde,0,2017,\N,95,"Comedy,Drama,Sci-Fi",nm0102516,nm0102516,2018,2016,771475642,Mrs. Hyde (Madame Hyde),Serge Bozon,"Comedy, Drama, Science Fiction & Fantasy","Apr 27, 2018","Jun 19, 2018",,NR,95.0,The Orchard,"Serge Bozon, Axelle Ropert","High school science teacher Mrs. Géquil is struck by lightning on the night of a harvest moon. The woman begins to embody a powerful alter ego, Mrs. Hyde, that instills a newfound confidence in her. However, the new persona is dangerous and must be controlled.",6.1/10,29.0,16.0,13.0,7.1/10,11.0,5.0,6.0,2.7/5,27,Mrs. Hyde,2018
tt4412362,6.0,3242,movie,My Big Night,Mi gran noche,0,2015,\N,100,Comedy,nm0407067,"nm0346277,nm0407067",2016,2014,771427362,My Big Night (Mi Gran Noche),Álex de la Iglesia,"Art House & International, Comedy","Apr 15, 2016","Jul 12, 2016",,NR,100.0,,"Álex de la Iglesia, Jorge Guerricaechevarría",A New Year's Eve celebration becomes more than bargained for.,7.7/10,17.0,15.0,2.0,8/10,10.0,9.0,1.0,3.4/5,131,My Big Night,2016
tt4048050,6.8,2743,movie,My Golden Days,Trois souvenirs de ma jeunesse,0,2015,\N,123,Drama,nm0221611,"nm0221611,nm1701553,nm0754256",2016,2014,771421931,My Golden Days (Trois Souvenirs De Ma Jeunesse),Arnaud Desplechin,Drama,"Mar 18, 2016","Jul 12, 2016",,"R (for some strong sexual content, graphic nudity, and language)",120.0,Magnolia Pictures,"Arnaud Desplechin, Julie Peyr","The story centers on Paul Dédalus, an anthropologist preparing to leave Tajikistan, who has a series of flashbacks that include his childhood in Roubaix, his mother's attacks of madness and his father's alienating depression. He remembers his trip to the USSR, where a clandestine mission led him to offer up his own identity for a young Russian, whom he considered a phantom twin for the remainder of his life as well as remembering Esther, the beautiful, rude love of his life.",7.5/10,72.0,64.0,8.0,7.6/10,22.0,21.0,1.0,3.2/5,"1,363",My Golden Days,2016
tt5652594,7.6,434,movie,My Journey Through French Cinema,Voyage à travers le cinéma français,0,2016,\N,201,Documentary,nm0851724,nm0851724,2017,2015,771456410,My Journey Through French Cinema (Voyage À Travers Le Cinéma Français),Bertrand Tavernier,Documentary,"Jun 23, 2017","Nov 21, 2017","$52,058",NR,195.0,Cohen Media Group,Bertrand Tavernier,"Writer-director Bertrand Tavernier is truly one of the grand auteurs of the movies. His experience is vast, his knowledge is voluminous, his love is inexhaustible and his perspective is matched only by that of Martin Scorsese. This magnificent, epic documentary has been a lifetime in the making. Tavernier knows his native cinema inside and out, from the giants like Renoir, Godard, and Melville (for whom he worked as an assistant) to now overlooked and forgotten figures like Edmund T. Gréville and Guy Gilles, and his observations and reminiscences are never less than penetrating and always deeply personal.",7.9/10,38.0,38.0,0.0,8.1/10,13.0,13.0,0.0,3.7/5,373,My Journey Through French Cinema,2017
tt2321405,7.8,16312,movie,My Life as a Zucchini,Ma vie de Courgette,0,2016,\N,66,"Animation,Comedy,Drama",nm1957706,"nm1780037,nm4966991,nm1957706,nm0622973,nm2951613,nm0999118,nm8413781",2017,2015,771443367,My Life as a Zucchini (Ma vie de courgette),Claude Barras,"Animation, Art House & International, Kids & Family","Feb 24, 2017","May 23, 2017","$279,912",PG-13 (for thematic elements and suggestive material),66.0,Rita Productions,Céline Sciamma,"After his mother's sudden death, Zucchini is befriended by a police officer, Raymond, who accompanies him to his new foster home, filled with other orphans his age. At first he struggles to find his place in this at times strange and hostile environment. But with Raymond's help and his newfound friends, Zucchini eventually learns to trust and love, as he searches for a new family of his own. Brought to life through striking character designs and expressive stop-motion animation, the story soars with laughter, sorrow, and joy, and stands as a testament to the resilience of the human heart. Beginning with its debut at Cannes, the film has stirred up an overwhelming response on the festival circuit, taking home top jury and audience prizes at Annecy, Melbourne and Angoulême, as it prepares to melt hearts in North America with its premiere at Toronto.",8.2/10,128.0,126.0,2.0,8.1/10,23.0,23.0,0.0,4.1/5,"6,417",My Life as a Zucchini,2017
tt4899406,6.8,2264,movie,Neon Bull,Boi Neon,0,2015,\N,101,Drama,nm3486709,nm3486709,2016,2014,771428898,Neon Bull (Boi Neon),Gabriel Mascaro,"Art House & International, Drama","Apr 8, 2016","Sep 6, 2016","$26,353",NR,101.0,,Gabriel Mascaro,"Wild, sensual and utterly transporting, Brazilian writer-director Gabriel Mascaro's second fiction feature unfolds within the world of the vaquejada, a traditional exhibition sport in which cowboys try to pull bulls to the ground by their tails. Neon Bull explores the vaquejada through the eyes of Iremar, a handsome cowboy who works the events. While he's not afraid to get his hands dirty, Iremar's real dream is to design exotic outfits for dancers.",7.3/10,44.0,39.0,5.0,6.9/10,12.0,9.0,3.0,3.5/5,449,Neon Bull,2016
