tconst,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors_x,writers,yearplus1,yearminus1,movie_id,title,directors_y,genre,theater_date,stream_date,box_office,mpaa,runtime,studio,writer,full_synop,all_reviewers_average,num_all_reviewers,num_all_fresh,num_all_rotten,top_reviewers_average,num_top_reviewers,num_top_fresh,num_top_rotten,user_rating,num_users,simple_title,year
tt4065212,4.6,1246,movie,Bakery in Brooklyn,My Bakery in Brooklyn,0,2016,\N,100,"Comedy,Romance",nm1423555,"nm6801592,nm1423555",2017,2015,771440883,Bakery in Brooklyn (My Bakery in Brooklyn),Gustavo Ron,Comedy,"Jan 20, 2017","Mar 21, 2017",,NR,100.0,Bullet Pictures,"Francisco Zegers, Gustavo Ron","Vivien and Chloe have just inherited their Aunt Isabelle's bakery, a boulangerie that has been a cornerstone of the neighborhood for years. Chloe wants a new image and product, while Vivien wants to make sure nothing changes. Their clash of ideas leads to a peculiar solution: they split the shop in half with a black line in the middle and each runs her business as she sees fit. Things heat up as they're forced to fight over every customer who walks in the door. The neighborhood is changing as well, turning into an unlikely blend of young hipsters living alongside elderly people who've spent their lives there. But Vivien and Chloe will have to learn to overcome their differences and work together as a team in order to save the bakery and everything that truly matters in their lives.",3.7/10,7.0,3.0,4.0,2.5/10,5.0,2.0,3.0,1.8/5,104,Bakery in Brooklyn,2017
tt4935084,6.5,223,movie,Bleak Street,La calle de la amargura,0,2015,\N,99,"Crime,Drama",nm0728149,nm0305481,2016,2014,771432534,Bleak Street (La calle de la amargura),Arturo Ripstein,"Art House & International, Comedy, Drama","Jan 20, 2016","Feb 7, 2017",,NR,99.0,,Paz Alicia Garcíadiego,"In the early morning hours, two elderly prostitutes go back to their hovels. They are not tired from working; they are tired of not working. One has problems at home with her teenage daughter and cross dressing husband. The other lives with her invalid mother and loneliness. But that night, they have a date to celebrate the victory in the ring of two wrestlers, twin midgets wearing masks. At the hourly hotel, in order to rob the tiny men of their earnings, they drug them with eye drops. But the dose proves fatal. They murder them unintentionally. Scared and confused, they decide to hide from the police and run away together to live, as they always have, on Bleak Street.",7.4/10,22.0,12.0,10.0,6.6/10,6.0,3.0,3.0,3.2/5,38,Bleak Street,2016
tt0058567,7.3,7045,movie,Blood and Black Lace,6 donne per l'assassino,0,1964,\N,88,"Horror,Mystery,Thriller",nm0000878,"nm0284503,nm0054654,nm0000878,nm0034001",1965,1963,17215,Blood and Black Lace (Sei donne per l'assassino),Mario Bava,"Art House & International, Drama, Horror, Mystery & Suspense","Apr 7, 1965","Nov 8, 2005",,NR (adult situations),90.0,VCI,"Mario Bava, Giusseppe Barilla, Marcello Fondato, Marcel Fonda, Joe Barilla","If a serial killer isn't stopped, there won't be any beautiful young models left in Rome. The killer always wears a stocking mask, making things extremely difficult for detective Thomas Reiner. The plot contains few surprises: what socks this one over is its gruesome stylishness, a trademark of director Mario Bava. As usual, however, Bava seems more comfortable with shock cuts and clever camera angles than he is with actors. Even such dependable performers as Cameron Mitchell and Eva Bartok come off like stick figures. All the same, Blood & Black Lace is a serviceable introduction to the blood-spattered ouevre of Mario Bava.",7.4/10,14.0,12.0,2.0,,,,,3.6/5,"3,908",Blood and Black Lace,1965
tt1403130,6.8,7036,movie,Bodyguards and Assassins,Shi yue wei cheng,0,2009,\N,139,"Action,Drama,History",nm0151125,"nm2898643,nm0161159,nm4886061,nm1988327,nm0950728,nm3731267",2010,2008,770816414,Bodyguards and Assassins (Shi yue wei cheng),"Teddy Chan, Teddy Chen","Action & Adventure, Art House & International","Dec 31, 2010","Jul 26, 2011",,R,138.0,Indomina Releasing,"Chun Tin-nam, Guo Junli, Wu Yao Bing, James Yuen, Joyce Chan, Qin Tiannan","Donnie Yen and MMA fighter Cung Le star in this gripping martial arts blockbuster set in the bustling metropolis of Hong Kong in 1905. The revolutionary movement has spread throughout China, but the corrupt Qing dynasty will do anything to hold on to its power. As Sun Yat-Sen prepares for a historic meeting that will shape the future of the country, a motley crew of men and women are entrusted to protect him from a group of deadly assassins who will stop at nothing to kill him. Winner of eight Hong Kong Film Awards, including Best Film, and featuring an hour-long battle sequence unlike anything attempted before, it's a pivotal action epic that's being hailed as ""a satisfying mix of politics, personal sacrifice and death-or glory combat"" (Richard Kuipers, Variety). -- (C) Indomina",0/10,5.0,3.0,2.0,,,,,3.6/5,"2,706",Bodyguards and Assassins,2010
tt1020773,7.3,17889,movie,Certified Copy,Copie conforme,0,2010,\N,106,"Drama,Romance",nm0452102,"nm0253428,nm0452102",2011,2009,771042185,Certified Copy (Copie Conforme),Abbas Kiarostami,"Art House & International, Drama","Mar 11, 2011","May 22, 2012","$1,337,384",NR,106.0,Artificial Eye Film Co. Ltd,"Abbas Kiarostami, Massoumeh Lahidji","Juliette Binoche won the Best Actress prize in Cannes for her performance in this playful and provocative romantic drama from legendary auteur Abbas Kiarostami (TASTE OF CHERRY, THE WIND WILL CARRY US), his first feature made outside of Iran. Binoche plays a gallery owner living in a Tuscan village who attends a lecture by a British author (opera star William Shimell) on authenticity and fakery in art. Afterward, she invites him on a tour of the countryside, during which he is mistaken for her husband. They keep up the pretense and continue on their afternoon out, discussing love, life and art, and increasingly behaving like a long-married couple. But are they play-acting on a whim, or is there more to their seemingly new relationship than meets the eye? -- (C) IFC",7.8/10,129.0,115.0,14.0,8.3/10,30.0,28.0,2.0,3.6/5,"6,590",Certified Copy,2011
tt1193088,5.8,1679,movie,Change of Plans,Le code a changé,0,2009,\N,100,"Comedy,Drama",nm0860019,"nm0859985,nm0860019",2010,2008,770805251,Change of Plans (Le Code a Changé),Danièle Thompson,"Art House & International, Comedy","Aug 27, 2010","Apr 20, 2010","$44,231",NR,100.0,IFC Films,"Danièle Thompson, Christopher Thompson","CHANGE OF PLANS (LE CODE A CHANGÉ), is a delicious comedy of manners from acclaimed Oscar- and César-nominated writer/director Danièle Thompson (COUSIN COUSINE, LA BÛCHE, JET LAG, AVENUE MONTAIGNE). The film centers around a summer dinner party where ten acquaintances, each attempting to mask their own personal troubles, come together for an evening of food, wine and friendship. It's not long before the couples begin revealing their dissatisfaction with their partners and it becomes obvious that they are planning or having affairs. The all-star ensemble cast includes Dany Boon (MICMACS), Emanuelle Seigner (THE DIVING BELL AND THE BUTTERFLY), Karin Viard (PARIS), and Marina Hands (LADY CHATTERLEY). -- (C) IFC",5.8/10,16.0,8.0,8.0,6.1/10,9.0,5.0,4.0,2.9/5,"1,534",Change of Plans,2010
tt0892255,7.2,41883,movie,Che: Part One,Che: Part One,0,2008,\N,134,"Biography,Drama,History",nm0001752,"nm0118224,nm0346466",2009,2007,770675137,Che: Part One (The Argentine),Steven Soderbergh,"Art House & International, Drama","Jan 24, 2009","Jul 14, 2009","$1,543,029",R (for some violence),262.0,IFC Films,"Peter Buchman, Benjamin A. van der Veen, Benicio Del Toro, Benjamin A. VanDerVeen, Steven Soderbergh","Nearly 40 years after Che Guevara's execution in Bolivia, director Steven Soderbergh retraces the life of the iconic Cuban revolutionary in this nearly four-and-a-half-hour saga. Part 1 begins on November 26, 1956, as Fidel Castro (Demián Bichir) sails into Cuban waters with 80 rebels in tow. Among those rebels is Argentine doctor Ernesto ""Che"" Guevara (Benicio Del Toro), a man who shares Castro's dream of overthrowing corrupt dictator Fulgencio Batista. As the struggle gets under way, Guevara proves an indispensable part of the revolution due to his firm grasp on the concepts of guerilla warfare. Guevara is heartily embraced by both his comrades and the Cuban people, and quickly rises through the ranks to become first a commander, and ultimately a revolutionary hero. Part 2 of the saga begins with Guevara at the absolute peak of his fame and power. Disappearing suddenly, Guevara subsequently resurfaces in Bolivia to organize a modest group of Cuban comrades and Bolivian recruits in preparation for the Latin American Revolution. But while the Bolivian campaign would ultimately fail, the tenacity, sacrifice, and idealism displayed by Guevara during this period would make him a symbol of heroism to followers around the world. Part 1 and Part 2 were screened together as Che at the 2008 Cannes Film Festival, and also received a limited theatrical release under that same title in U.S. theaters later that same year.",6.4/10,140.0,94.0,46.0,6/10,32.0,19.0,13.0,3.7/5,"19,333",Che: Part One,2009
tt1937118,7.0,12179,movie,Chinese Puzzle,Casse-tête chinois,0,2013,\N,117,"Comedy,Drama,Romance",nm0458251,nm0458251,2014,2012,771361632,Chinese Puzzle (Casse-tête chinois),Cédric Klapisch,"Comedy, Drama, Romance","May 16, 2014","Oct 14, 2014",,"R (for sexual content, nudity and language)",117.0,Cohen Media Group,Cédric Klapisch,"A 40-year-old father of two, still finds life very complicated. When the mother of his children moves to New York, he can't bear them growing up far away from him and so he decides to move there as well. (C) Official Site",6.5/10,62.0,48.0,14.0,6/10,22.0,15.0,7.0,3.6/5,"3,896",Chinese Puzzle,2014
tt0080539,7.0,5403,movie,City of Women,La città delle donne,0,1980,\N,139,"Comedy,Drama,Fantasy",nm0000019,"nm0000019,nm0953301,nm0740021",1981,1979,15323,City of Women (La città delle donne),Federico Fellini,"Art House & International, Comedy, Drama, Science Fiction & Fantasy","Apr 8, 1981","Mar 22, 2005","$6,244",R,140.0,Gaumont,"Federico Fellini, Bernardino Zapponi, Brunello Rondi","In this dream-sequence film, renowned Italian director Federico Fellini expounds at length on the nature, complexities, attitudes, and hang-ups of women and how this all relates to men ""hunting"" sexual conquests. Snaporaz (Marcello Mastroianni) is traveling in a compartment on a train when he lapses into sleep and dreams the ensuing story. He follows a woman off the train and through a field and then loses her. Soon, as a representative of the male sex in general he finds himself in a hotel, among myriad women attending a feminist conference. Surreal episodes take him through a villa with his alter-ego Dr. Katzone (Ettore Manni, who died during filming) and references to his sexual exploits. Reunited with his former wife for a moment, he starts another sequence which reviews his past.",6.8/10,17.0,12.0,5.0,6.3/10,7.0,4.0,3.0,3.6/5,"4,201",City of Women,1981
tt5989220,6.5,1010,movie,Claire's Camera,La caméra de Claire,0,2017,\N,69,Drama,nm0393254,nm0393254,2018,2016,771472922,Claire's Camera (La caméra de Claire),Hong Sang-soo,"Art House & International, Drama","Mar 9, 2018","Nov 6, 2018",,NR,69.0,Cinema Guild,Hong Sang-soo,"In Claire's Camera, a philandering film director is again a major plot point and Kim Minhee, again the star. But this time the mood is light and airy as a summer breeze, thanks in large part to a lively performance from Isabelle Huppert (The Piano Teacher, Elle). Huppert plays Claire, a school teacher with a camera that might be magical on her first visit to Cannes. She happens upon a film sales assistant, Manhee (Kim), recently fired from her job and also meets So Wansoo (Jung Jinyoung), a film director whose one-night stand with Manhee was the reason for her firing. Beneath the humor and charm on the surface of Claire's Camera, Hong explores the power of images to transform us. ""The only way to change things,"" says Claire, ""is to look at them again very slowly.""",7.6/10,46.0,42.0,4.0,7.5/10,12.0,12.0,0.0,3.4/5,147,Claire's Camera,2018
tt4085084,6.2,4906,movie,Disorder,Maryland,0,2015,\N,98,"Drama,Thriller",nm1356951,"nm1356951,nm0111379,nm0133028",2016,2014,771428817,Disorder (Maryland),Alice Winocour,"Art House & International, Drama, Mystery & Suspense","Aug 12, 2016","Aug 12, 2016","$38,337",NR,101.0,Scope Pictures,"Alice Winocour, Jean-Stéphane Bron","What happens when the man hired to protect you may be the real threat? Matthias Schoenaerts (Rust and Bone) stars as Vincent, a troubled Afghanistan veteran who, after being discharged from the army, becomes bodyguard to the wife (Diane Kruger) and young son of a wealthy Lebanese businessman at their luxurious villa on the French Riviera. But trapped in a perpetual mental warzone, the unstable Vincent must determine which dangers to the family are real and which are the product of his PTSD-fueled paranoia if he is going to keep them safe. Director Alice Winocour (Augustine) masterfully keeps the tension simmering in this pulse-pounding psychological thriller.",6.4/10,76.0,56.0,20.0,6.9/10,17.0,13.0,4.0,3.2/5,"2,273",Disorder,2016
tt1379182,7.3,66501,movie,Dogtooth,Kynodontas,0,2009,\N,97,"Drama,Thriller",nm0487166,"nm3328207,nm0487166",2010,2008,770816906,Dogtooth (Kynodontas),Yorgos Lanthimos,"Art House & International, Drama","Jun 25, 2010","Jan 25, 2011","$110,197",R,96.0,Kino International,"Yorgos Lanthimos, Efthimis Filippou","The father, the mother and their three kids live at the outskirts of a city. There is a tall fence surrounding the house. The kids have never been outside that fence. They are being reared in the manner that their parents deem appropriate, without any influence from the outside world. The only person allowed to enter the house is Christina. She works as a security guard at the father's business. The father arranges her visits to the house in order to appease the sexual urges of the son. The whole family is fond of her, especially the eldest daughter. One day Christina gives her as a present a headband that has stones that glow in the dark and asks for something in return.",7.7/10,65.0,60.0,5.0,7.7/10,19.0,18.0,1.0,3.7/5,"10,085",Dogtooth,2010
tt6367558,6.2,7762,movie,Double Lover,L'amant double,0,2017,\N,107,"Drama,Romance,Thriller",nm0654830,"nm0654830,nm0643093,nm0681350",2018,2016,771473071,Double Lover (L'amant double),François Ozon,"Drama, Mystery & Suspense, Romance","Feb 14, 2018","Jun 19, 2018","$155,084",NR,107.0,Cohen Media Group,François Ozon,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",6.3/10,97.0,68.0,29.0,6.2/10,18.0,15.0,3.0,3.1/5,442,Double Lover,2018
tt0067140,7.7,26006,movie,"Duck, You Sucker",Giù la testa,0,1971,\N,157,"Drama,War,Western",nm0001466,"nm0001466,nm0006872,nm0898812,nm0209684,nm2376172",1972,1970,147491971,"Duck, You Sucker (A Fistful of Dynamite) (Giù la testa)",Sergio Leone,"Action & Adventure, Classics, Western","Jun 1, 1972","Jun 5, 2007",,R,139.0,United Artists,"Sergio Leone, Sergio Donati, Luciano Vincenzoni","Originally titled Giù la Testa, Duck, You Sucker! is a Mexican-revolution yarn, filmed in Italy by spaghetti Western maven Sergio Leone. James Coburn is top-billed as John H. Mallory, an Irish soldier of fortune with a penchant for explosives. Rod Steiger plays Juan Miranda, another mercenary who wants to utilize Mallory's specialty to blast into a bank. Despite his avaricious intentions, Miranda becomes a hero when the hole he blows in the bank wall frees dozens of political prisoners. Duck, You Sucker originally ran 150 minutes, with U.S. release prints heavily trimmed. Taking into consideration the previous ""Man With No Name"" films masterminded by Leone, the distributors of Duck, You Sucker! reissued the film as A Fistful of Dynamite.",7.5/10,22.0,20.0,2.0,7.5/10,6.0,5.0,1.0,3.8/5,"11,479","Duck, You Sucker",1972
tt0389957,5.3,14163,movie,Edison,Edison,0,2005,\N,99,"Action,Crime,Drama",nm0121653,nm0121653,2006,2004,246212642,Edison (Edison Force),David J. Burke,"Drama, Horror, Mystery & Suspense","Jul 18, 2006","Jul 18, 2006",,"R (strong violence and language, and brief drug use.)",97.0,Sony Pictures Home Entertainment,"David J. Burke, David Burke","Corruption is the law of the land in the every-city of Edison, and the only soul brave enough to peer into the fire and face the wrath of an entire squad of corrupt cops is a fresh-faced journalist in this neo-noir thriller from television director-turned-feature helmer David J. Burke. Joshua Pollack (Justin Timberlake) has discovered a glitch in the system, and as a fledgling journalist he sees it as his duty to expose the corruption. When Pollack misjudges the depth of the authoritative decay and his girlfriend is hospitalized following a brutal attack by the alliance of crooked cops known as F.R.A.T., he soon decides to take action and prove that even those who believe themselves to be above the law still aren't beyond its reach.",2.5/10,6.0,0.0,6.0,,,,,3/5,"9,857",Edison,2006
tt4451458,7.6,3838,movie,Endless Poetry,Poesía Sin Fin,0,2016,\N,128,"Biography,Drama,Fantasy",nm0423524,nm0423524,2017,2015,771443357,Endless Poetry (Poesía Sin Fin),Alejandro Jodorowsky,"Art House & International, Drama, Science Fiction & Fantasy","Jul 14, 2017","Dec 8, 2017","$28,000",NR,128.0,,Alejandro Jodorowsky,"Through renowned father of the midnight movies Alejandro Jodorowsky's intensely personal lens, ENDLESS POETRY tells the story of his years spent as an aspiring poet in Chile in the 1940's. Against the wishes of his authoritarian father, the 20 year-old Alejandro Jodorowsky (Adan Jodorowsky, Alejandro's son), leaves home to pursue his dream of becoming a poet, and is introduced into the bohemian and artistic inner circle of Santiago where he meets Enrique Lihn (Leandro Taub), Stella Diaz Varín (Pamela Flores), Nicanor Parra (Felipe Rios), all unknown at the time, but who would later become driving forces of twentieth century Hispanic literature. Living with these inspirational artists, Jodorowsky's exploration of his inner feelings takes him on a journey of sensual experimentation leading him to realize his innermost desires and passions. Continuing the autobiographical story he began in THE DANCE OF REALITY, ENDLESS POETRY is an ode to the quest for beauty and inner truth, as a universal force capable of changing one's life forever, written by a man who has dedicated his existence to creating spiritual and artistic awareness, told through Jodorowsky's unique surreal and psychedelic visual language.",7.4/10,57.0,53.0,4.0,7.1/10,12.0,11.0,1.0,4/5,"1,352",Endless Poetry,2017
tt4652532,5.4,3521,movie,Enter The Warriors Gate,The Warriors Gate,0,2016,\N,108,"Action,Adventure,Comedy",nm2775497,"nm0000108,nm0436543",2017,2015,771458534,Enter The Warriors Gate (Warrior's Gate),Matthias Hoene,"Action & Adventure, Science Fiction & Fantasy","May 5, 2017","Jun 6, 2017",,PG-13 (for martial arts fantasy violence),108.0,Fundamental Films,"Luc Besson, Robert Mark Kamen","Epic fantasy-adventure meets martial arts action in this thrilling film written by Luc Besson & Robert Mark Kamen. After a mysterious chest opens a gateway through time, teen gamer Jack (Uriah Shelton) is transported to an ancient empire terrorized by a cruel barbarian king (former WWE superstar Dave Bautista). Jack will need all of his gaming skills as he battles to defeat the barbarian, protect a beautiful princess, and somehow find his way back home.",4.5/10,8.0,4.0,4.0,,,,,3/5,214,Enter The Warriors Gate,2017
tt1191111,7.3,59391,movie,Enter the Void,Enter the Void,0,2009,\N,161,"Drama,Fantasy",nm0637615,"nm0637615,nm0352968",2010,2008,770782170,Enter the Void (Soudain le vide),Gaspar Noé,"Art House & International, Drama, Mystery & Suspense, Special Interest","Sep 24, 2010","Jan 25, 2011","$336,467",NR,137.0,IFC Films,Gaspar Noé,"ENTER THE VOID, the psychedelic thriller by visionary French maverick Gaspar Noé (IRREVERSIBLE, I STAND ALONE), is a cinematic thrill ride that's riveted audiences at the Cannes, Toronto, Sundance and SXSW film festivals. Nathaniel Brown and Paz de la Huerta star in a visceral journey set against the thumping, neon club scene of Tokyo, which hurls the viewer into an astonishing trip through life, death, and the universally wonderful and horrible moments between. An immersive and just plain mind-bending experience, ENTER THE VOID is sure to be one of the most talked-about films of the year. -- (C) IFC",6.7/10,91.0,65.0,26.0,6.4/10,21.0,16.0,5.0,3.7/5,"14,242",Enter the Void,2010
tt1422032,7.5,11597,movie,Even the Rain,También la lluvia,0,2010,\N,103,"Drama,History",nm0093081,nm0491956,2011,2009,771203390,Even the Rain (Meme La Pluie),Iciar Bollain,"Art House & International, Drama","Feb 18, 2011","May 16, 2011","$558,342",NR,103.0,Vitagraph Films,Paul Laverty,"TAMBIEN LA LLUVIA sets up an intriguing dialogue about Spanish imperialism through incidents taking place some 500 years apart, while examining the personal belief systems of the members of a film crew headed by director Sebastian (Gael Garcia Bernal) and his producer Costa (Luis Tosar) who arrive in Bolivia to make a revisionist film about the conquest of Latin America. Set in February and March of 2000 when real-life protests against the privatization of water rocked the nation, the film reflexively blurs the line between fiction and reality in what Variety calls ""a powerful, richly layered indictment of the plight of Latin America's dispossessed."" Carlos Aduviri is dynamic as a local who is cast as a 15th century native in the film, but when the make-up and loin cloth come off, he sails into action protesting his community's deprivation of water at the hands of the government. Meanwhile, Gael Garcia Bernal's Idealist film director is as relentless as Werner Herzog infamously was in making FITZCARALDO, pushing ahead against all odds, ignoring the prevailing danger about to disrupt at any moment. Despite the devastation emerging around him, Sebastian seems unable to engage with any emotion over than a dogmatic desire to get his film done. And of course, the film also recalls themes in Herzog's AGUIRRE, THE WRATH OF GOD and the film-within-a-film scenes are as brutal as any in APOCALYPTO. -- (C) Official Site",6.9/10,60.0,52.0,8.0,7.6/10,19.0,17.0,2.0,3.9/5,"6,542",Even the Rain,2011
tt0813129,5.5,1630,movie,Evil,To kako,0,2005,\N,83,"Action,Comedy,Horror",nm0636741,nm0636741,2006,2004,93101597,Evil (Ondskan),Mikael Håfström,"Art House & International, Drama","Mar 10, 2006","Jun 27, 2006",,G,114.0,Magnolia Pictures,"Hans Gunnarsson, Mikael Håfström, Jan Guillou","Erik is a 16-year-old boy whose life has been plagued by violence. Tormented by his abusive stepfather, he has hit back in the only way he knows -- by giving a good thrashing to anyone in his way. When he is expelled from public school, Erik is told he has one last chance to make something of himself and is sent to a prestigious private school. This time, he is determined not to mess up. Initially, Erik is overjoyed to escape his unhappy home, but he soon discovers he has merely substituted one prison for another. The school is run by a rigorous and unjust code, enforced by senior students rather than the faculty. In fact, the teachers prefer to ignore what goes on among the students, including beatings and a wide variety of humiliating rites. Soon, Erik is faced with a dangerous choice: confront his oppressors and risk expulsion, ignore them and suffer humiliation, or let his friends suffer for him.",6.6/10,37.0,25.0,12.0,6/10,14.0,8.0,6.0,3.9/5,"11,126",Evil,2006
tt0106902,5.9,609,movie,Fifty/Fifty,Fifty/Fifty,0,1992,\N,101,"Action,Adventure,Comedy",nm0001747,"nm0795461,nm0125060",1993,1991,770682713,Fifty/Fifty (50-50),Charles Martin Smith,"Action & Adventure, Comedy","Feb 26, 1993","Dec 6, 2005",,R,100.0,Cannon Home Video,"Dennis Shryack, Michael Butler, Jeff Levine","In this blood-spattered actioner, two soldiers of fortune are forcibly recruited by the CIA to lead a group of ill-trained guerillas in hope of staging a Southeast Asian coup against an unfriendly dictator. Matters are not helped by the fact that the mercenaries despise each other.",4/10,5.0,1.0,4.0,,,,,3/5,245,Fifty/Fifty,1993
tt4875774,5.8,99,movie,Footnotes,Sur quel pied danser,0,2016,\N,85,"Comedy,Musical","nm2027544,nm2021905","nm2021905,nm2027544",2017,2015,771473345,Footnotes (Sur quel pied danser),"Kostia Testut, Paul Calori","Comedy, Musical & Performing Arts","Jul 14, 2017","Sep 19, 2017","$5,900",NR,85.0,Monument Releasing,"Kostia Testut, Paul Calori","Inspired by the films of Jacques Demy and Stanley Donen, FOOTNOTES is a whimsical and original musical comedy about Julie, a young woman struggling to make ends meet in France's radically changing economy. Living out of a backpack, Julie spends her days jumping from job to job until she's finally offered a temporary stockroom position at a women's luxury shoe factory. After making friends with the boss's spunky receptionist Sophie and the ever-charming factory truck driver Samy, Julie thinks the hard times are behind her. But Julie's dreams of stability collapse when management threatens to close down the factory. As her intrepid group of female colleagues get together to go on strike, Samy and the other truck drivers decide to side with the company's scheming CEO. Julie must choose whether to keep a low profile (and a shot at permanent employment) or to resist and fight back on the picket line.",6.4/10,15.0,10.0,5.0,5.5/10,7.0,5.0,2.0,,108,Footnotes,2017
tt3794028,6.7,4360,movie,From the Land of the Moon,Mal de pierres,0,2016,\N,120,"Drama,Romance",nm0305368,"nm6558997,nm0141843,nm0276466,nm0305368",2017,2015,771453273,From the Land of the Moon (Mal de pierres),Nicole Garcia,"Art House & International, Drama, Romance","Jul 28, 2017","Nov 21, 2017","$45,457",R (for some strong sexuality and graphic nudity),116.0,IFC Films,"Nicole Garcia, Jacques Fieschi","Marion Cotillard stars as Gabrielle in this melodrama about an idealistic woman trapped in a marriage of convenience in post-World War II France. When Gabrielle's husband, a Spanish farmer named Jose (Alex Brendemühl), sends her to the Alps to find a cure for her kidney stones, Gabrielle falls madly in love with an injured veteran (Louis Garrel) of France's Indochinese War. Directed by Nicole Garcia, this period drama is based on a novella by Italian author Milena Agus.",4.8/10,54.0,18.0,36.0,4.8/10,14.0,4.0,10.0,3.6/5,252,From the Land of the Moon,2017
tt0045935,7.2,2671,movie,Gate of Hell,Jigokumon,0,1953,\N,89,"Drama,History,Romance",nm0455938,"nm0452840,nm0455938,nm0619211",1954,1952,587077384,Gate of Hell (Jigokumon),Teinosuke Kinugasa,"Art House & International, Drama","Dec 10, 1954","Apr 8, 2013",,NR,89.0,Criterion Collection,,"Originally released as Jigokumen, Gate of Hell was one of the most popular Japanese imports of the 1954-55 American film season. Set in 12th-century feudal Japan, the film stars Kazuo Hasegawa as Moritoh, a samurai whose courage in defending his ruler is to be rewarded with anything he desires. He desires the beautiful, aristocratic Lady Kesa Machiko Kyo who happens to be already married to another samurai, Wataru (Isao Yamagata). Moritoh attempts to persuade Kesa to leave her husband but her devotion is unshakeable. The winner of two Academy Awards and a Cannes grand prize, Gate of Hell is perhaps the most dazzling example of Japanese color photography of the 1950s. The film was based on a well-known play by Kan Kikuchi. ~ Hal Erickson, Rovi",8.3/10,6.0,6.0,0.0,,,,,3.8/5,611,Gate of Hell,1954
tt0382691,6.8,779,movie,Gilles' Wife,La femme de Gilles,0,2004,\N,103,Drama,nm0285090,"nm0087646,nm1691007,nm0285090,nm0405578",2005,2003,573371804,Gilles' Wife (La Femme de Gilles),Frédéric Fonteyne,"Art House & International, Drama","Nov 16, 2005","Aug 8, 2006",,NR,106.0,Mars Distribution,"Philippe Blasband, Frédéric Fonteyne, Marion Hansel","In a small mining town in 1930s France, Elisa, a devoted wife begins to suspect her husband Gilles is having an affair with her younger sister. Determined to save her marriage, Elisa undertakes a strange and disquieting battle to recover what she has lost and to become, once again, Gilles' wife.",6.8/10,22.0,18.0,4.0,6.8/10,13.0,11.0,2.0,3.8/5,536,Gilles' Wife,2005
tt0465188,6.9,4509,movie,Golden Door,Nuovomondo,0,2006,\N,118,"Drama,History,Romance",nm0187740,nm0187740,2007,2005,764895271,Golden Door (Nuovomondo),"Emanuele Crialese, Vincenzo Amato, Charlotte Gainsbourg","Art House & International, Drama","May 25, 2007","Jan 8, 2008","$948,809",PG-13 (for brief graphic nudity),118.0,Miramax Films,"Emanuele Crialese, Charlotte Gainsbourg, Vincenzo Amato","A family living in poverty leaves behind the world they know in hope of finding new opportunities in this historical drama from director Emanuele Crialese. The Mancusos are a family struggling to make ends meet in a small farming community in Sicily in 1913. Life has long been hard for the Mancuso Family, who have lived in the same village for generations, and one day they are visited by a man who claims to be from the United States. The man tells them of the wonder and plenty of life in America, an offers to make it possible for them to travel to the New World and find work there. The Mancusos cautiously accept the offer, but after a dangerous voyage aboard an ocean liner, the family arrives in New York to face a number of new challenges -- the humiliating examination at Ellis Island, and abandoning their old lives and ways as they struggle to assimilate in a massive city that is now their home. Starring Charlotte Gainsbourg, Francesco Casisa and Vincenzo Amato, The Golden Door (aka Nuovomondo) received its world premier at the 2006 Venice Film Festival.",6.8/10,87.0,63.0,24.0,6.9/10,32.0,21.0,11.0,3.5/5,"5,129",Golden Door,2007
tt3086442,6.7,34718,movie,Goodnight Mommy,Ich seh ich seh,0,2014,\N,99,"Horror,Mystery,Thriller","nm1072411,nm3868633","nm1072411,nm3868633",2015,2013,771387814,"Goodnight Mommy (Ich seh, Ich seh)","Veronika Franz, Severin Fiala","Drama, Horror","Sep 11, 2015","Dec 1, 2015","$580,389",R (for disturbing violent content and some nudity),99.0,Radius-TWC,"Severin Fiala, Veronika Franz","In the heat of the summer. A lonesome house in the countryside between woods and corn fields. Nine-year-old twin brothers are waiting for their mother. When she comes home, bandaged after cosmetic surgery, nothing is like before. The children start to doubt that this woman is actually their mother. It emerges an existential struggle for identity and fundamental trust.",7.3/10,141.0,119.0,22.0,8/10,25.0,22.0,3.0,3.5/5,"11,868",Goodnight Mommy,2015
tt5182856,6.9,1544,movie,Harmonium,Fuchi ni tatsu,0,2016,\N,120,Drama,nm3640621,nm3640621,2017,2015,771443376,Harmonium (Fuchi ni tatsu),Koji Fukada,"Art House & International, Drama","Jun 16, 2017","Nov 14, 2017","$16,413",NR,118.0,Nagoya Broadcasting Network,Koji Fukada,"With his highly perceptive attention to character, director Koji Fukada creates an explosive family drama with HARMONIUM (FUCHI NI TATSU). Intended as a companion piece to the black comedy HOSPITALITE, HARMONIUM returns to the domestic sphere as it captures the collapse of a seemingly ordinary Japanese family. Life for Toshio, his wife, and their younger daughter Hotaru carries on as usual until he hires the mysterious Mr. Yasaka, an old acquaintance dressed in white who has just been released from prison, in his workshop.",8.2/10,38.0,38.0,0.0,8.3/10,13.0,13.0,0.0,3.8/5,229,Harmonium,2017
